Driver_type,FROM_ORG_UNIT_ID,FROM_COST_TYPE_ID,TO_COST_TYPE_ID,TO_ORG_UNIT_ID,VALUE,V_MAKER_REMARKS
CPTTPB,117700411618,99,9901,117700411618,1.0,
CPTTPB,117700421698,99,9901,117700421698,1.0,
CPTTPB,117700425618,99,9901,117700425618,1.0,
CPTTPB,117700426618,99,9901,117700426618,1.0,
CPTTPB,117700427618,99,9901,117700427618,1.0,
CPTTPB,117700428618,99,9901,117700428618,1.0,
CPTTPB,117700431618,99,9901,117700431618,1.0,
CPTTPB,117700432698,99,9901,117700432698,1.0,
CPTTPB,117700433618,99,9901,117700433618,1.0,
CPTTPB,117700440698,99,9901,117700440698,1.0,
CPTTPB,117700441618,99,9901,117700441618,1.0,
CPTTPB,117700443618,99,9901,117700443618,1.0,
CPTTPB,117700444618,99,9901,117700444618,1.0,
CPTTPB,117700448618,99,9901,117700448618,1.0,
CPTTPB,117700450698,99,9901,117700450698,1.0,
CPTTPB,117700451618,99,9901,117700451618,1.0,
CPTTPB,117700452618,99,9901,117700452618,1.0,
CPTTPB,117700455618,99,9901,117700455618,1.0,
CPTTPB,117700460698,99,9901,117700460698,1.0,
CPTTPB,117700461618,99,9901,117700461618,1.0,
CPTTPB,117700465698,99,9901,117700465698,1.0,
CPTTPB,117700466618,99,9901,117700466618,1.0,
CPTTPB,117700468618,99,9901,117700468618,1.0,
CPTTPB,117700471618,99,9901,117700471618,1.0,
CPTTPB,117700480618,99,9901,117700480618,1.0,
CPTTPB,117700482618,99,9901,117700482618,1.0,
CPTTPB,117700483698,99,9901,117700483698,1.0,
CPTTPB,117700486618,99,9901,117700486618,1.0,
CPTTPB,117700488618,99,9901,117700488618,1.0,
CPTTPB,117700501698,99,9901,117700501698,1.0,
CPTTPB,117700502618,99,9901,117700502618,1.0,
CPTTPB,117700505618,99,9901,117700505618,1.0,
CPTTPB,117700510697,99,9901,117700510697,1.0,
CPTTPB,117700510698,99,9901,117700510698,1.0,
CPTTPB,117700512618,99,9901,117700512618,1.0,
CPTTPB,117700513618,99,9901,117700513618,1.0,
CPTTPB,117700518618,99,9901,117700518618,1.0,
CPTTPB,117700520698,99,9901,117700520698,1.0,
CPTTPB,117700522618,99,9901,117700522618,1.0,
CPTTPB,117700531698,99,9901,117700531698,1.0,
CPTTPB,117700532618,99,9901,117700532618,1.0,
CPTTPB,117700540698,99,9901,117700540698,1.0,
CPTTPB,117700551698,99,9901,117700551698,1.0,
CPTTPB,117700556618,99,9901,117700556618,1.0,
CPTTPB,117700558618,99,9901,117700558618,1.0,
CPTTPB,117700560698,99,9901,117700560698,1.0,
CPTTPB,117700561698,99,9901,117700561698,1.0,
CPTTPB,117700562618,99,9901,117700562618,1.0,
CPTTPB,117700562698,99,9901,117700562698,1.0,
CPTTPB,117700565618,99,9901,117700565618,1.0,
CPTTPB,117700566618,99,9901,117700566618,1.0,
CPTTPB,117700570618,99,9901,117700570618,1.0,
CPTTPB,117700573618,99,9901,117700573618,1.0,
CPTTPB,117700580698,99,9901,117700580698,1.0,
CPTTPB,117700581618,99,9901,117700581618,1.0,
CPTTPB,117700590698,99,9901,117700590698,1.0,
CPTTPB,117700601698,99,9901,117700601698,1.0,
CPTTPB,117700602618,99,9901,117700602618,1.0,
CPTTPB,117700611698,99,9901,117700611698,1.0,
CPTTPB,117700615618,99,9901,117700615618,1.0,
CPTTPB,117700620698,99,9901,117700620698,1.0,
CPTTPB,117700621698,99,9901,117700621698,1.0,
CPTTPB,117700625698,99,9901,117700625698,1.0,
CPTTPB,117700626618,99,9901,117700626618,1.0,
CPTTPB,117700631698,99,9901,117700631698,1.0,
CPTTPB,117700632618,99,9901,117700632618,1.0,
CPTTPB,117700633618,99,9901,117700633618,1.0,
CPTTPB,117700635698,99,9901,117700635698,1.0,
CPTTPB,117700636618,99,9901,117700636618,1.0,
CPTTPB,117700641618,99,9901,117700641618,1.0,
CPTTPB,117700642618,99,9901,117700642618,1.0,
CPTTPB,117700646618,99,9901,117700646618,1.0,
CPTTPB,117700650698,99,9901,117700650698,1.0,
CPTTPB,117700651698,99,9901,117700651698,1.0,
CPTTPB,117700652618,99,9901,117700652618,1.0,
CPTTPB,117700653618,99,9901,117700653618,1.0,
CPTTPB,117700655618,99,9901,117700655618,1.0,
CPTTPB,117700656618,99,9901,117700656618,1.0,
CPTTPB,117700661698,99,9901,117700661698,1.0,
CPTTPB,117700670698,99,9901,117700670698,1.0,
CPTTPB,117700671618,99,9901,117700671618,1.0,
CPTTPB,117700672618,99,9901,117700672618,1.0,
CPTTPB,117700679618,99,9901,117700679618,1.0,
CPTTPB,117700680698,99,9901,117700680698,1.0,
CPTTPB,117700686618,99,9901,117700686618,1.0,
CPTTPB,117700691698,99,9901,117700691698,1.0,
CPTTPB,117700696618,99,9901,117700696618,1.0,
CPTTPB,117700701698,99,9901,117700701698,1.0,
CPTTPB,117700702618,99,9901,117700702618,1.0,
CPTTPB,117700710698,99,9901,117700710698,1.0,
CPTTPB,117700711618,99,9901,117700711618,1.0,
CPTTPB,117700721698,99,9901,117700721698,1.0,
CPTTPB,117700729618,99,9901,117700729618,1.0,
CPTTPB,117700730698,99,9901,117700730698,1.0,
CPTTPB,117700735698,99,9901,117700735698,1.0,
CPTTPB,117700737618,99,9901,117700737618,1.0,
CPTTPB,117700741618,99,9901,117700741618,1.0,
CPTTPB,117700742698,99,9901,117700742698,1.0,
CPTTPB,117700745618,99,9901,117700745618,1.0,
CPTTPB,117700748618,99,9901,117700748618,1.0,
CPTTPB,117700750698,99,9901,117700750698,1.0,
CPTTPB,117700753618,99,9901,117700753618,1.0,
CPTTPB,117700760698,99,9901,117700760698,1.0,
CPTTPB,117700761618,99,9901,117700761618,1.0,
CPTTPB,117700762618,99,9901,117700762618,1.0,
CPTTPB,117700766618,99,9901,117700766618,1.0,
CPTTPB,117700780618,99,9901,117700780618,1.0,
CPTTPB,117700785618,99,9901,117700785618,1.0,
CPTTPB,117700788618,99,9901,117700788618,1.0,
CPTTPB,119000111000,99,9901,119000111000,1.0,
CPTTPB,119000116000,99,9901,119000116000,1.0,
CPTTPB,119000117000,99,9901,119000117000,1.0,
CPTTPB,119000118000,99,9901,119000118000,1.0,
CPTTPB,119000119000,99,9901,119000119000,1.0,
CPTTPB,119000120000,99,9901,119000120000,1.0,
CPTTPB,119000121000,99,9901,119000121000,1.0,
CPTTPB,119000122000,99,9901,119000122000,1.0,
CPTTPB,119000123000,99,9901,119000123000,1.0,
CPTTPB,119000124000,99,9901,119000124000,1.0,
CPTTPB,119000125000,99,9901,119000125000,1.0,
CPTTPB,119000126000,99,9901,119000126000,1.0,
CPTTPB,119000128000,99,9901,119000128000,1.0,
CPTTPB,119000129000,99,9901,119000129000,1.0,
CPTTPB,119000130000,99,9901,119000130000,1.0,
CPTTPB,119000132000,99,9901,119000132000,1.0,
CPTTPB,119000133000,99,9901,119000133000,1.0,
CPTTPB,119000134000,99,9901,119000134000,1.0,
CPTTPB,119000135000,99,9901,119000135000,1.0,
CPTTPB,119000136000,99,9901,119000136000,1.0,
CPTTPB,119000138000,99,9901,119000138000,1.0,
CPTTPB,119000139000,99,9901,119000139000,1.0,
CPTTPB,119000140000,99,9901,119000140000,1.0,
CPTTPB,119000141000,99,9901,119000141000,1.0,
CPTTPB,119000144000,99,9901,119000144000,1.0,
CPTTPB,119000145000,99,9901,119000145000,1.0,
CPTTPB,119000147000,99,9901,119000147000,1.0,
CPTTPB,119000149000,99,9901,119000149000,1.0,
CPTTPB,119000150000,99,9901,119000150000,1.0,
CPTTPB,119000151000,99,9901,119000151000,1.0,
CPTTPB,119000159000,99,9901,119000159000,1.0,
CPTTPB,119000160000,99,9901,119000160000,1.0,
CPTTPB,119000166000,99,9901,119000166000,1.0,
CPTTPB,119000168000,99,9901,119000168000,1.0,
CPTTPB,119000169000,99,9901,119000169000,1.0,
CPTTPB,119000177000,99,9901,119000177000,1.0,
CPTTPB,119000179000,99,9901,119000179000,1.0,
CPTTPB,119000180000,99,9901,119000180000,1.0,
CPTTPB,119000181000,99,9901,119000181000,1.0,
CPTTPB,119000186000,99,9901,119000186000,1.0,
CPTTPB,119000188000,99,9901,119000188000,1.0,
CPTTPB,119000189000,99,9901,119000189000,1.0,
CPTTPB,119000199000,99,9901,119000199000,1.0,
CPTTPB,119000211000,99,9901,119000211000,1.0,
CPTTPB,119000212000,99,9901,119000212000,1.0,
CPTTPB,119000213000,99,9901,119000213000,1.0,
CPTTPB,119000214000,99,9901,119000214000,1.0,
CPTTPB,119000215000,99,9901,119000215000,1.0,
CPTTPB,119000216000,99,9901,119000216000,1.0,
CPTTPB,119000217000,99,9901,119000217000,1.0,
CPTTPB,119000220000,99,9901,119000220000,1.0,
CPTTPB,119000222000,99,9901,119000222000,1.0,
CPTTPB,119000256000,99,9901,119000256000,1.0,
CPTTPB,119000260000,99,9901,119000260000,1.0,
CPTTPB,119000261000,99,9901,119000261000,1.0,
CPTTPB,119000268000,99,9901,119000268000,1.0,
CPTTPB,119000279000,99,9901,119000279000,1.0,
CPTTPB,119000289000,99,9901,119000289000,1.0,
CPTTPB,119000310000,99,9901,119000310000,1.0,
CPTTPB,119000311000,99,9901,119000311000,1.0,
CPTTPB,119000313000,99,9901,119000313000,1.0,
CPTTPB,119000314000,99,9901,119000314000,1.0,
CPTTPB,119000315000,99,9901,119000315000,1.0,
CPTTPB,119000317000,99,9901,119000317000,1.0,
CPTTPB,119000318000,99,9901,119000318000,1.0,
CPTTPB,119000319000,99,9901,119000319000,1.0,
CPTTPB,119000321000,99,9901,119000321000,1.0,
CPTTPB,119000323000,99,9901,119000323000,1.0,
CPTTPB,119000328000,99,9901,119000328000,1.0,
CPTTPB,119000330000,99,9901,119000330000,1.0,
CPTTPB,119000341000,99,9901,119000341000,1.0,
CPTTPB,119000345000,99,9901,119000345000,1.0,
CPTTPB,119000351000,99,9901,119000351000,1.0,
CPTTPB,119000360000,99,9901,119000360000,1.0,
CPTTPB,119000362000,99,9901,119000362000,1.0,
CPTTPB,119000368000,99,9901,119000368000,1.0,
CPTTPB,119000371000,99,9901,119000371000,1.0,
CPTTPB,119000375000,99,9901,119000375000,1.0,
CPTTPB,119000376000,99,9901,119000376000,1.0,
CPTTPB,119000390000,99,9901,119000390000,1.0,
CPTTPB,119000395000,99,9901,119000395000,1.0,
CPTTPB,119000398000,99,9901,119000398000,1.0,
CPTTPB,119000411000,99,9901,119000411000,1.0,
CPTTPB,119000421000,99,9901,119000421000,1.0,
CPTTPB,119000425000,99,9901,119000425000,1.0,
CPTTPB,119000426000,99,9901,119000426000,1.0,
CPTTPB,119000427000,99,9901,119000427000,1.0,
CPTTPB,119000428000,99,9901,119000428000,1.0,
CPTTPB,119000431000,99,9901,119000431000,1.0,
CPTTPB,119000432000,99,9901,119000432000,1.0,
CPTTPB,119000433000,99,9901,119000433000,1.0,
CPTTPB,119000440000,99,9901,119000440000,1.0,
CPTTPB,119000441000,99,9901,119000441000,1.0,
CPTTPB,119000443000,99,9901,119000443000,1.0,
CPTTPB,119000444000,99,9901,119000444000,1.0,
CPTTPB,119000448000,99,9901,119000448000,1.0,
CPTTPB,119000450000,99,9901,119000450000,1.0,
CPTTPB,119000451000,99,9901,119000451000,1.0,
CPTTPB,119000452000,99,9901,119000452000,1.0,
CPTTPB,119000455000,99,9901,119000455000,1.0,
CPTTPB,119000460000,99,9901,119000460000,1.0,
CPTTPB,119000461000,99,9901,119000461000,1.0,
CPTTPB,119000465000,99,9901,119000465000,1.0,
CPTTPB,119000466000,99,9901,119000466000,1.0,
CPTTPB,119000468000,99,9901,119000468000,1.0,
CPTTPB,119000471000,99,9901,119000471000,1.0,
CPTTPB,119000480000,99,9901,119000480000,1.0,
CPTTPB,119000482000,99,9901,119000482000,1.0,
CPTTPB,119000483000,99,9901,119000483000,1.0,
CPTTPB,119000486000,99,9901,119000486000,1.0,
CPTTPB,119000488000,99,9901,119000488000,1.0,
CPTTPB,119000501000,99,9901,119000501000,1.0,
CPTTPB,119000502000,99,9901,119000502000,1.0,
CPTTPB,119000505000,99,9901,119000505000,1.0,
CPTTPB,119000510000,99,9901,119000510000,1.0,
CPTTPB,119000512000,99,9901,119000512000,1.0,
CPTTPB,119000513000,99,9901,119000513000,1.0,
CPTTPB,119000518000,99,9901,119000518000,1.0,
CPTTPB,119000520000,99,9901,119000520000,1.0,
CPTTPB,119000522000,99,9901,119000522000,1.0,
CPTTPB,119000531000,99,9901,119000531000,1.0,
CPTTPB,119000532000,99,9901,119000532000,1.0,
CPTTPB,119000540000,99,9901,119000540000,1.0,
CPTTPB,119000551000,99,9901,119000551000,1.0,
CPTTPB,119000556000,99,9901,119000556000,1.0,
CPTTPB,119000558000,99,9901,119000558000,1.0,
CPTTPB,119000560000,99,9901,119000560000,1.0,
CPTTPB,119000561000,99,9901,119000561000,1.0,
CPTTPB,119000562000,99,9901,119000562000,1.0,
CPTTPB,119000565000,99,9901,119000565000,1.0,
CPTTPB,119000566000,99,9901,119000566000,1.0,
CPTTPB,119000570000,99,9901,119000570000,1.0,
CPTTPB,119000573000,99,9901,119000573000,1.0,
CPTTPB,119000580000,99,9901,119000580000,1.0,
CPTTPB,119000581000,99,9901,119000581000,1.0,
CPTTPB,119000590000,99,9901,119000590000,1.0,
CPTTPB,119000601000,99,9901,119000601000,1.0,
CPTTPB,119000602000,99,9901,119000602000,1.0,
CPTTPB,119000611000,99,9901,119000611000,1.0,
CPTTPB,119000615000,99,9901,119000615000,1.0,
CPTTPB,119000620000,99,9901,119000620000,1.0,
CPTTPB,119000621000,99,9901,119000621000,1.0,
CPTTPB,119000625000,99,9901,119000625000,1.0,
CPTTPB,119000626000,99,9901,119000626000,1.0,
CPTTPB,119000631000,99,9901,119000631000,1.0,
CPTTPB,119000632000,99,9901,119000632000,1.0,
CPTTPB,119000633000,99,9901,119000633000,1.0,
CPTTPB,119000635000,99,9901,119000635000,1.0,
CPTTPB,119000636000,99,9901,119000636000,1.0,
CPTTPB,119000641000,99,9901,119000641000,1.0,
CPTTPB,119000642000,99,9901,119000642000,1.0,
CPTTPB,119000646000,99,9901,119000646000,1.0,
CPTTPB,119000650000,99,9901,119000650000,1.0,
CPTTPB,119000651000,99,9901,119000651000,1.0,
CPTTPB,119000652000,99,9901,119000652000,1.0,
CPTTPB,119000653000,99,9901,119000653000,1.0,
CPTTPB,119000655000,99,9901,119000655000,1.0,
CPTTPB,119000656000,99,9901,119000656000,1.0,
CPTTPB,119000661000,99,9901,119000661000,1.0,
CPTTPB,119000670000,99,9901,119000670000,1.0,
CPTTPB,119000671000,99,9901,119000671000,1.0,
CPTTPB,119000672000,99,9901,119000672000,1.0,
CPTTPB,119000679000,99,9901,119000679000,1.0,
CPTTPB,119000680000,99,9901,119000680000,1.0,
CPTTPB,119000686000,99,9901,119000686000,1.0,
CPTTPB,119000691000,99,9901,119000691000,1.0,
CPTTPB,119000696000,99,9901,119000696000,1.0,
CPTTPB,119000701000,99,9901,119000701000,1.0,
CPTTPB,119000702000,99,9901,119000702000,1.0,
CPTTPB,119000710000,99,9901,119000710000,1.0,
CPTTPB,119000711000,99,9901,119000711000,1.0,
CPTTPB,119000721000,99,9901,119000721000,1.0,
CPTTPB,119000729000,99,9901,119000729000,1.0,
CPTTPB,119000730000,99,9901,119000730000,1.0,
CPTTPB,119000735000,99,9901,119000735000,1.0,
CPTTPB,119000737000,99,9901,119000737000,1.0,
CPTTPB,119000741000,99,9901,119000741000,1.0,
CPTTPB,119000742000,99,9901,119000742000,1.0,
CPTTPB,119000745000,99,9901,119000745000,1.0,
CPTTPB,119000748000,99,9901,119000748000,1.0,
CPTTPB,119000750000,99,9901,119000750000,1.0,
CPTTPB,119000753000,99,9901,119000753000,1.0,
CPTTPB,119000760000,99,9901,119000760000,1.0,
CPTTPB,119000761000,99,9901,119000761000,1.0,
CPTTPB,119000762000,99,9901,119000762000,1.0,
CPTTPB,119000766000,99,9901,119000766000,1.0,
CPTTPB,119000780000,99,9901,119000780000,1.0,
CPTTPB,119000785000,99,9901,119000785000,1.0,
CPTTPB,119000788000,99,9901,119000788000,1.0,
CPTTPB,119000818000,99,9901,119000818000,1.0,
CPTTPB,119000878000,99,9901,119000878000,1.0,
CPTTPB,119000990000,99,9901,119000990000,1.0,
CPTTPB,120700111950,99,9901,120700111950,1.0,
CPTTPB,120700116950,99,9901,120700116950,1.0,
CPTTPB,120700117950,99,9901,120700117950,1.0,
CPTTPB,120700118950,99,9901,120700118950,1.0,
CPTTPB,120700119950,99,9901,120700119950,1.0,
CPTTPB,120700120950,99,9901,120700120950,1.0,
CPTTPB,120700121950,99,9901,120700121950,1.0,
CPTTPB,120700122950,99,9901,120700122950,1.0,
CPTTPB,120700123950,99,9901,120700123950,1.0,
CPTTPB,120700124950,99,9901,120700124950,1.0,
CPTTPB,120700125950,99,9901,120700125950,1.0,
CPTTPB,120700126950,99,9901,120700126950,1.0,
CPTTPB,120700128950,99,9901,120700128950,1.0,
CPTTPB,120700129950,99,9901,120700129950,1.0,
CPTTPB,120700130950,99,9901,120700130950,1.0,
CPTTPB,120700132950,99,9901,120700132950,1.0,
CPTTPB,120700133950,99,9901,120700133950,1.0,
CPTTPB,120700134950,99,9901,120700134950,1.0,
CPTTPB,120700135950,99,9901,120700135950,1.0,
CPTTPB,120700136950,99,9901,120700136950,1.0,
CPTTPB,120700138950,99,9901,120700138950,1.0,
CPTTPB,120700139950,99,9901,120700139950,1.0,
CPTTPB,120700140950,99,9901,120700140950,1.0,
CPTTPB,120700141950,99,9901,120700141950,1.0,
CPTTPB,120700144950,99,9901,120700144950,1.0,
CPTTPB,120700145950,99,9901,120700145950,1.0,
CPTTPB,120700147950,99,9901,120700147950,1.0,
CPTTPB,120700149950,99,9901,120700149950,1.0,
CPTTPB,120700150950,99,9901,120700150950,1.0,
CPTTPB,120700151950,99,9901,120700151950,1.0,
CPTTPB,120700159950,99,9901,120700159950,1.0,
CPTTPB,120700160950,99,9901,120700160950,1.0,
CPTTPB,120700166950,99,9901,120700166950,1.0,
CPTTPB,120700168950,99,9901,120700168950,1.0,
CPTTPB,120700169950,99,9901,120700169950,1.0,
CPTTPB,120700177950,99,9901,120700177950,1.0,
CPTTPB,120700179950,99,9901,120700179950,1.0,
CPTTPB,120700180950,99,9901,120700180950,1.0,
CPTTPB,120700181950,99,9901,120700181950,1.0,
CPTTPB,120700186950,99,9901,120700186950,1.0,
CPTTPB,120700188950,99,9901,120700188950,1.0,
CPTTPB,120700189950,99,9901,120700189950,1.0,
CPTTPB,120700199950,99,9901,120700199950,1.0,
CPTTPB,120700211950,99,9901,120700211950,1.0,
CPTTPB,120700212950,99,9901,120700212950,1.0,
CPTTPB,120700213950,99,9901,120700213950,1.0,
CPTTPB,120700214950,99,9901,120700214950,1.0,
CPTTPB,120700215950,99,9901,120700215950,1.0,
CPTTPB,120700216950,99,9901,120700216950,1.0,
CPTTPB,120700217950,99,9901,120700217950,1.0,
CPTTPB,120700220950,99,9901,120700220950,1.0,
CPTTPB,120700222950,99,9901,120700222950,1.0,
CPTTPB,120700256950,99,9901,120700256950,1.0,
CPTTPB,120700260950,99,9901,120700260950,1.0,
CPTTPB,120700261950,99,9901,120700261950,1.0,
CPTTPB,120700268950,99,9901,120700268950,1.0,
CPTTPB,120700279950,99,9901,120700279950,1.0,
CPTTPB,120700289950,99,9901,120700289950,1.0,
CPTTPB,120700310950,99,9901,120700310950,1.0,
CPTTPB,120700311950,99,9901,120700311950,1.0,
CPTTPB,120700313950,99,9901,120700313950,1.0,
CPTTPB,120700314950,99,9901,120700314950,1.0,
CPTTPB,120700315950,99,9901,120700315950,1.0,
CPTTPB,120700317950,99,9901,120700317950,1.0,
CPTTPB,120700318950,99,9901,120700318950,1.0,
CPTTPB,120700319950,99,9901,120700319950,1.0,
CPTTPB,120700321950,99,9901,120700321950,1.0,
CPTTPB,120700323950,99,9901,120700323950,1.0,
CPTTPB,120700328950,99,9901,120700328950,1.0,
CPTTPB,120700330950,99,9901,120700330950,1.0,
CPTTPB,120700341950,99,9901,120700341950,1.0,
CPTTPB,120700345950,99,9901,120700345950,1.0,
CPTTPB,120700351950,99,9901,120700351950,1.0,
CPTTPB,120700360950,99,9901,120700360950,1.0,
CPTTPB,120700362950,99,9901,120700362950,1.0,
CPTTPB,120700368950,99,9901,120700368950,1.0,
CPTTPB,120700371950,99,9901,120700371950,1.0,
CPTTPB,120700375950,99,9901,120700375950,1.0,
CPTTPB,120700376950,99,9901,120700376950,1.0,
CPTTPB,120700390950,99,9901,120700390950,1.0,
CPTTPB,120700395950,99,9901,120700395950,1.0,
CPTTPB,120700398950,99,9901,120700398950,1.0,
CPTTPB,120700411950,99,9901,120700411950,1.0,
CPTTPB,120700421950,99,9901,120700421950,1.0,
CPTTPB,120700425950,99,9901,120700425950,1.0,
CPTTPB,120700426950,99,9901,120700426950,1.0,
CPTTPB,120700427950,99,9901,120700427950,1.0,
CPTTPB,120700428950,99,9901,120700428950,1.0,
CPTTPB,120700431950,99,9901,120700431950,1.0,
CPTTPB,120700432950,99,9901,120700432950,1.0,
CPTTPB,120700433950,99,9901,120700433950,1.0,
CPTTPB,120700440950,99,9901,120700440950,1.0,
CPTTPB,120700441950,99,9901,120700441950,1.0,
CPTTPB,120700443950,99,9901,120700443950,1.0,
CPTTPB,120700444950,99,9901,120700444950,1.0,
CPTTPB,120700448950,99,9901,120700448950,1.0,
CPTTPB,120700450950,99,9901,120700450950,1.0,
CPTTPB,120700451950,99,9901,120700451950,1.0,
CPTTPB,120700452950,99,9901,120700452950,1.0,
CPTTPB,120700455950,99,9901,120700455950,1.0,
CPTTPB,120700460950,99,9901,120700460950,1.0,
CPTTPB,120700461950,99,9901,120700461950,1.0,
CPTTPB,120700465950,99,9901,120700465950,1.0,
CPTTPB,120700466950,99,9901,120700466950,1.0,
CPTTPB,120700468950,99,9901,120700468950,1.0,
CPTTPB,120700471950,99,9901,120700471950,1.0,
CPTTPB,120700480950,99,9901,120700480950,1.0,
CPTTPB,120700482950,99,9901,120700482950,1.0,
CPTTPB,120700483950,99,9901,120700483950,1.0,
CPTTPB,120700486950,99,9901,120700486950,1.0,
CPTTPB,120700488950,99,9901,120700488950,1.0,
CPTTPB,120700501950,99,9901,120700501950,1.0,
CPTTPB,120700502950,99,9901,120700502950,1.0,
CPTTPB,120700505950,99,9901,120700505950,1.0,
CPTTPB,120700510950,99,9901,120700510950,1.0,
CPTTPB,120700512950,99,9901,120700512950,1.0,
CPTTPB,120700513950,99,9901,120700513950,1.0,
CPTTPB,120700518950,99,9901,120700518950,1.0,
CPTTPB,120700520950,99,9901,120700520950,1.0,
CPTTPB,120700522950,99,9901,120700522950,1.0,
CPTTPB,120700531950,99,9901,120700531950,1.0,
CPTTPB,120700532950,99,9901,120700532950,1.0,
CPTTPB,120700540950,99,9901,120700540950,1.0,
CPTTPB,120700551950,99,9901,120700551950,1.0,
CPTTPB,120700556950,99,9901,120700556950,1.0,
CPTTPB,120700558950,99,9901,120700558950,1.0,
CPTTPB,120700560950,99,9901,120700560950,1.0,
CPTTPB,120700561950,99,9901,120700561950,1.0,
CPTTPB,120700562950,99,9901,120700562950,1.0,
CPTTPB,120700565950,99,9901,120700565950,1.0,
CPTTPB,120700566950,99,9901,120700566950,1.0,
CPTTPB,120700570950,99,9901,120700570950,1.0,
CPTTPB,120700573950,99,9901,120700573950,1.0,
CPTTPB,120700580950,99,9901,120700580950,1.0,
CPTTPB,120700581950,99,9901,120700581950,1.0,
CPTTPB,120700590950,99,9901,120700590950,1.0,
CPTTPB,120700601950,99,9901,120700601950,1.0,
CPTTPB,120700602950,99,9901,120700602950,1.0,
CPTTPB,120700611950,99,9901,120700611950,1.0,
CPTTPB,120700615950,99,9901,120700615950,1.0,
CPTTPB,120700620950,99,9901,120700620950,1.0,
CPTTPB,120700621950,99,9901,120700621950,1.0,
CPTTPB,120700625950,99,9901,120700625950,1.0,
CPTTPB,120700626950,99,9901,120700626950,1.0,
CPTTPB,120700631950,99,9901,120700631950,1.0,
CPTTPB,120700632950,99,9901,120700632950,1.0,
CPTTPB,120700633950,99,9901,120700633950,1.0,
CPTTPB,120700635950,99,9901,120700635950,1.0,
CPTTPB,120700636950,99,9901,120700636950,1.0,
CPTTPB,120700641950,99,9901,120700641950,1.0,
CPTTPB,120700642950,99,9901,120700642950,1.0,
CPTTPB,120700646950,99,9901,120700646950,1.0,
CPTTPB,120700650950,99,9901,120700650950,1.0,
CPTTPB,120700651950,99,9901,120700651950,1.0,
CPTTPB,120700652950,99,9901,120700652950,1.0,
CPTTPB,120700653950,99,9901,120700653950,1.0,
CPTTPB,120700655950,99,9901,120700655950,1.0,
CPTTPB,120700656950,99,9901,120700656950,1.0,
CPTTPB,120700661950,99,9901,120700661950,1.0,
CPTTPB,120700670950,99,9901,120700670950,1.0,
CPTTPB,120700671950,99,9901,120700671950,1.0,
CPTTPB,120700672950,99,9901,120700672950,1.0,
CPTTPB,120700679950,99,9901,120700679950,1.0,
CPTTPB,120700680950,99,9901,120700680950,1.0,
CPTTPB,120700686950,99,9901,120700686950,1.0,
CPTTPB,120700691950,99,9901,120700691950,1.0,
CPTTPB,120700696950,99,9901,120700696950,1.0,
CPTTPB,120700701950,99,9901,120700701950,1.0,
CPTTPB,120700702950,99,9901,120700702950,1.0,
CPTTPB,120700710950,99,9901,120700710950,1.0,
CPTTPB,120700711950,99,9901,120700711950,1.0,
CPTTPB,120700721950,99,9901,120700721950,1.0,
CPTTPB,120700729950,99,9901,120700729950,1.0,
CPTTPB,120700730950,99,9901,120700730950,1.0,
CPTTPB,120700735950,99,9901,120700735950,1.0,
CPTTPB,120700737950,99,9901,120700737950,1.0,
CPTTPB,120700741950,99,9901,120700741950,1.0,
CPTTPB,120700742950,99,9901,120700742950,1.0,
CPTTPB,120700745950,99,9901,120700745950,1.0,
CPTTPB,120700748950,99,9901,120700748950,1.0,
CPTTPB,120700750950,99,9901,120700750950,1.0,
CPTTPB,120700753950,99,9901,120700753950,1.0,
CPTTPB,120700760950,99,9901,120700760950,1.0,
CPTTPB,120700761950,99,9901,120700761950,1.0,
CPTTPB,120700762950,99,9901,120700762950,1.0,
CPTTPB,120700766950,99,9901,120700766950,1.0,
CPTTPB,120700780950,99,9901,120700780950,1.0,
CPTTPB,120700785950,99,9901,120700785950,1.0,
CPTTPB,120700788950,99,9901,120700788950,1.0,
CPTTPB,119000996000,99,9901,119000996000,1.0,
CPTTPB,117700561618,99,9901,117700561618,1.0,
CPTTPB,117700701618,99,9901,117700701618,1.0,
CPTTPB,37699,99,9902,37699,1.0,
CPTTPB,57399,99,9902,57399,1.0,
CPTTPB,110300990000,99,9902,110300990000,1.0,
CPTTPB,111100111021,99,9902,111100111021,1.0,
CPTTPB,111100116021,99,9902,111100116021,1.0,
CPTTPB,111100117021,99,9902,111100117021,1.0,
CPTTPB,111100118021,99,9902,111100118021,1.0,
CPTTPB,111100119021,99,9902,111100119021,1.0,
CPTTPB,111100119027,99,9902,111100119027,1.0,
CPTTPB,111100120021,99,9902,111100120021,1.0,
CPTTPB,111100120022,99,9902,111100120022,1.0,
CPTTPB,111100120023,99,9902,111100120023,1.0,
CPTTPB,111100120024,99,9902,111100120024,1.0,
CPTTPB,111100120025,99,9902,111100120025,1.0,
CPTTPB,111100120026,99,9902,111100120026,1.0,
CPTTPB,111100121021,99,9902,111100121021,1.0,
CPTTPB,111100121022,99,9902,111100121022,1.0,
CPTTPB,111100121023,99,9902,111100121023,1.0,
CPTTPB,111100122021,99,9902,111100122021,1.0,
CPTTPB,111100122022,99,9902,111100122022,1.0,
CPTTPB,111100122023,99,9902,111100122023,1.0,
CPTTPB,111100122024,99,9902,111100122024,1.0,
