LEVEL_06_CODE ,TÊN GỐC,Tên khối
115600655446,,KHOI TAC NGHIEP
115700655465,,KHOI TAC NGHIEP
117700655618,,KHOI HO TRO
119000655000,,BO PHAN CHUNG
120700655950,,BAN LANH DAO
67099,,
111100670021,,KHOI BAN BUON
111100670022,,KHOI BAN BUON
111100670023,,KHOI BAN BUON
112100670121,,KHOI BAN LE
112100670122,,KHOI BAN LE
112100670151,,KHOI BAN LE
112100670152,,KHOI BAN LE
112100670153,,KHOI BAN LE
112100670154,,KHOI BAN LE
112100670155,,KHOI BAN LE
112100670156,,KHOI BAN LE
114600670335,,KHOI QUAN LY RUI RO
115600670440,,KHOI TAC NGHIEP
115600670446,,KHOI TAC NGHIEP
116700670521,,KHOI TAI CHINH-KE TOAN
117700670698,,KHOI HO TRO
119000670000,,BO PHAN CHUNG
120700670950,,BAN LANH DAO
67199,,
111100671021,,KHOI BAN BUON
111100671022,,KHOI BAN BUON
112100671121,,KHOI BAN LE
112100671150,,KHOI BAN LE
112100671151,,KHOI BAN LE
112100671152,,KHOI BAN LE
112100671153,,KHOI BAN LE
114600671335,,KHOI QUAN LY RUI RO
115600671440,,KHOI TAC NGHIEP
115600671446,,KHOI TAC NGHIEP
117700671618,,KHOI HO TRO
119000671000,,BO PHAN CHUNG
120700671950,,BAN LANH DAO
67299,,
111100672021,,KHOI BAN BUON
112100672121,,KHOI BAN LE
112100672122,,KHOI BAN LE
112100672150,,KHOI BAN LE
112100672151,,KHOI BAN LE
112100672152,,KHOI BAN LE
114600672335,,KHOI QUAN LY RUI RO
115600672440,,KHOI TAC NGHIEP
115600672446,,KHOI TAC NGHIEP
117700672618,,KHOI HO TRO
119000672000,,BO PHAN CHUNG
120700672950,,BAN LANH DAO
67999,,
111100679021,,KHOI BAN BUON
112100679121,,KHOI BAN LE
112100679150,,KHOI BAN LE
112100679151,,KHOI BAN LE
112100679152,,KHOI BAN LE
112100679153,,KHOI BAN LE
112100679154,,KHOI BAN LE
115600679440,,KHOI TAC NGHIEP
115600679446,,KHOI TAC NGHIEP
117700679618,,KHOI HO TRO
119000679000,,BO PHAN CHUNG
120700679950,,BAN LANH DAO
66199,,
111100661021,,KHOI BAN BUON
112100661121,,KHOI BAN LE
112100661150,,KHOI BAN LE
112100661151,,KHOI BAN LE
112100661152,,KHOI BAN LE
112100661153,,KHOI BAN LE
112100661154,,KHOI BAN LE
114600661335,,KHOI QUAN LY RUI RO
115600661440,,KHOI TAC NGHIEP
115600661446,,KHOI TAC NGHIEP
116700661521,,KHOI TAI CHINH-KE TOAN
117700661698,,KHOI HO TRO
119000661000,,BO PHAN CHUNG
120700661950,,BAN LANH DAO
76099,,
76899,,
111100760022,,KHOI BAN BUON
111100760023,,KHOI BAN BUON
112100760121,,KHOI BAN LE
112100760122,,KHOI BAN LE
112100760150,,KHOI BAN LE
112100760151,,KHOI BAN LE
112100760152,,KHOI BAN LE
112100760153,,KHOI BAN LE
112100760154,,KHOI BAN LE
112100760155,,KHOI BAN LE
114600760335,,KHOI QUAN LY RUI RO
115600760440,,KHOI TAC NGHIEP
115600760446,,KHOI TAC NGHIEP
115700760465,,KHOI TAC NGHIEP
116700760521,,KHOI TAI CHINH-KE TOAN
117700760698,,KHOI HO TRO
119000760000,,BO PHAN CHUNG
120700760950,,BAN LANH DAO
76199,,
111100761021,,KHOI BAN BUON
112100761121,,KHOI BAN LE
112100761150,,KHOI BAN LE
112100761151,,KHOI BAN LE
112100761152,,KHOI BAN LE
112100761153,,KHOI BAN LE
114600761335,,KHOI QUAN LY RUI RO
115600761440,,KHOI TAC NGHIEP
115600761446,,KHOI TAC NGHIEP
117700761618,,KHOI HO TRO
119000761000,,BO PHAN CHUNG
120700761950,,BAN LANH DAO
76299,,
111100762021,,KHOI BAN BUON
111100762022,,
112100762121,,KHOI BAN LE
112100762150,,KHOI BAN LE
112100762151,,KHOI BAN LE
112100762152,,KHOI BAN LE
112100762153,,KHOI BAN LE
112100762154,,KHOI BAN LE
114600762335,,KHOI QUAN LY RUI RO
115600762440,,KHOI TAC NGHIEP
115600762446,,KHOI TAC NGHIEP
117700762618,,KHOI HO TRO
119000762000,,BO PHAN CHUNG
120700762950,,BAN LANH DAO
76699,,
111100766021,,KHOI BAN BUON
112100766121,,KHOI BAN LE
112100766150,,KHOI BAN LE
112100766152,,KHOI BAN LE
112100766153,,KHOI BAN LE
114600766335,,KHOI QUAN LY RUI RO
115600766440,,KHOI TAC NGHIEP
115600766446,,KHOI TAC NGHIEP
117700766618,,KHOI HO TRO
119000766000,,BO PHAN CHUNG
120700766950,,BAN LANH DAO
25699,,
111100256021,,KHOI BAN BUON
111100256022,,KHOI BAN BUON
112100256121,,KHOI BAN LE
112100256153,,KHOI BAN LE
112100256161,,KHOI BAN LE
112100256162,,KHOI BAN LE
112100256163,,KHOI BAN LE
114600256335,,KHOI QUAN LY RUI RO
115600256440,,KHOI TAC NGHIEP
115600256446,,KHOI TAC NGHIEP
117700256618,,KHOI HO TRO
119000256000,,BO PHAN CHUNG
120700256950,,BAN LANH DAO
43299,,
111100432021,,KHOI BAN BUON
111100432022,,KHOI BAN BUON
112100432121,,KHOI BAN LE
112100432151,,KHOI BAN LE
112100432152,,KHOI BAN LE
112100432153,,KHOI BAN LE
112100432154,,KHOI BAN LE
112100432155,,KHOI BAN LE
112100432156,,KHOI BAN LE
112100432157,,KHOI BAN LE
112100432158,,KHOI BAN LE
112100432160,,KHOI BAN LE
114600432335,,KHOI QUAN LY RUI RO
115600432440,,KHOI TAC NGHIEP
115600432446,,KHOI TAC NGHIEP
116700432521,,KHOI TAI CHINH-KE TOAN
117700432698,,KHOI HO TRO
119000432000,,BO PHAN CHUNG
120700432950,,BAN LANH DAO
43399,,
111100433021,,KHOI BAN BUON
112100433121,,KHOI BAN LE
112100433150,,KHOI BAN LE
112100433151,,KHOI BAN LE
112100433152,,KHOI BAN LE
112100433153,,KHOI BAN LE
112100433154,,KHOI BAN LE
114600433335,,KHOI QUAN LY RUI RO
115600433440,,KHOI TAC NGHIEP
115600433446,,KHOI TAC NGHIEP
117700433618,,KHOI HO TRO
119000433000,,BO PHAN CHUNG
120700433950,,BAN LANH DAO
48299,,
111100482021,,KHOI BAN BUON
112100482121,,KHOI BAN LE
112100482150,,KHOI BAN LE
112100482151,,KHOI BAN LE
112100482152,,KHOI BAN LE
112100482153,,KHOI BAN LE
112100482154,,KHOI BAN LE
112100482155,,KHOI BAN LE
114600482335,,KHOI QUAN LY RUI RO
115600482440,,KHOI TAC NGHIEP
115600482446,,KHOI TAC NGHIEP
117700482618,,KHOI HO TRO
119000482000,,BO PHAN CHUNG
120700482950,,BAN LANH DAO
46099,,
46299,,
46399,,
111100460021,,KHOI BAN BUON
111100460022,,KHOI BAN BUON
111100460023,,KHOI BAN BUON
112100460121,,KHOI BAN LE
112100460122,,KHOI BAN LE
112100460150,,KHOI BAN LE
112100460151,,KHOI BAN LE
112100460152,,KHOI BAN LE
112100460153,,KHOI BAN LE
112100460154,,KHOI BAN LE
112100460155,,KHOI BAN LE
112100460156,,KHOI BAN LE
112100460157,,KHOI BAN LE
112100460158,,KHOI BAN LE
112100460159,,KHOI BAN LE
112100460160,,KHOI BAN LE
114600460335,,KHOI QUAN LY RUI RO
115600460440,,KHOI TAC NGHIEP
115600460446,,KHOI TAC NGHIEP
115700460465,,KHOI TAC NGHIEP
116700460521,,KHOI TAI CHINH-KE TOAN
117700460698,,KHOI HO TRO
119000460000,,BO PHAN CHUNG
120700460950,,BAN LANH DAO
46199,,
111100461021,,KHOI BAN BUON
112100461121,,KHOI BAN LE
112100461150,,KHOI BAN LE
112100461151,,KHOI BAN LE
112100461152,,KHOI BAN LE
112100461154,,KHOI BAN LE
112100461155,,KHOI BAN LE
114600461335,,KHOI QUAN LY RUI RO
115600461440,,KHOI TAC NGHIEP
115600461446,,KHOI TAC NGHIEP
117700461618,,KHOI HO TRO
119000461000,,BO PHAN CHUNG
120700461950,,BAN LANH DAO
46899,,
111100468021,,KHOI BAN BUON
112100468121,,KHOI BAN LE
112100468150,,KHOI BAN LE
112100468155,,KHOI BAN LE
112100468156,,KHOI BAN LE
112100468158,,KHOI BAN LE
112100468160,,KHOI BAN LE
112100468166,,KHOI BAN LE
112100468168,,KHOI BAN LE
114600468335,,KHOI QUAN LY RUI RO
115600468440,,KHOI TAC NGHIEP
115600468446,,KHOI TAC NGHIEP
117700468618,,KHOI HO TRO
119000468000,,BO PHAN CHUNG
120700468950,,BAN LANH DAO
32199,,
111100321021,,KHOI BAN BUON
111100321022,,KHOI BAN BUON
112100321121,,KHOI BAN LE
112100321122,,KHOI BAN LE
112100321150,,KHOI BAN LE
112100321151,,KHOI BAN LE
112100321152,,KHOI BAN LE
112100321153,,KHOI BAN LE
112100321154,,KHOI BAN LE
112100321155,,KHOI BAN LE
112100321156,,KHOI BAN LE
114600321335,,KHOI QUAN LY RUI RO
115600321440,,KHOI TAC NGHIEP
115600321446,,KHOI TAC NGHIEP
115700321465,,KHOI TAC NGHIEP
116700321521,,KHOI TAI CHINH-KE TOAN
117700321698,,KHOI HO TRO
119000321000,,BO PHAN CHUNG
120700321950,,BAN LANH DAO
32399,,
111100323021,,KHOI BAN BUON
111100323022,,KHOI BAN BUON
112100323121,,KHOI BAN LE
112100323150,,KHOI BAN LE
112100323151,,KHOI BAN LE
112100323154,,KHOI BAN LE
112100323155,,KHOI BAN LE
112100323156,,KHOI BAN LE
114600323335,,KHOI QUAN LY RUI RO
115600323440,,KHOI TAC NGHIEP
115600323446,,KHOI TAC NGHIEP
115700323465,,KHOI TAC NGHIEP
117700323618,,KHOI HO TRO
119000323000,,BO PHAN CHUNG
120700323950,,BAN LANH DAO
32899,,
111100328021,,KHOI BAN BUON
112100328121,,KHOI BAN LE
112100328150,,KHOI BAN LE
112100328151,,KHOI BAN LE
112100328152,,KHOI BAN LE
112100328153,,KHOI BAN LE
112100328154,,KHOI BAN LE
114600328335,,KHOI QUAN LY RUI RO
115600328440,,KHOI TAC NGHIEP
115600328446,,KHOI TAC NGHIEP
117700328618,,KHOI HO TRO
119000328000,,BO PHAN CHUNG
120700328950,,BAN LANH DAO
46599,,
111100465021,,KHOI BAN BUON
111100465022,,KHOI BAN BUON
112100465121,,KHOI BAN LE
112100465150,,KHOI BAN LE
112100465151,,KHOI BAN LE
112100465152,,KHOI BAN LE
112100465153,,KHOI BAN LE
114600465335,,KHOI QUAN LY RUI RO
115600465440,,KHOI TAC NGHIEP
115600465446,,KHOI TAC NGHIEP
116700465521,,KHOI TAI CHINH-KE TOAN
117700465698,,KHOI HO TRO
119000465000,,BO PHAN CHUNG
120700465950,,BAN LANH DAO
46699,,
111100466021,,KHOI BAN BUON
111100466022,,KHOI BAN BUON
112100466121,,KHOI BAN LE
112100466150,,KHOI BAN LE
112100466153,,KHOI BAN LE
112100466154,,KHOI BAN LE
112100466158,,KHOI BAN LE
114600466335,,KHOI QUAN LY RUI RO
115600466440,,KHOI TAC NGHIEP
115600466446,,KHOI TAC NGHIEP
117700466618,,KHOI HO TRO
119000466000,,BO PHAN CHUNG
120700466950,,BAN LANH DAO
48099,,
111100480021,,KHOI BAN BUON
112100480121,,KHOI BAN LE
112100480150,,KHOI BAN LE
112100480152,,KHOI BAN LE
112100480153,,KHOI BAN LE
112100480156,,KHOI BAN LE
112100480157,,KHOI BAN LE
112100480158,,KHOI BAN LE
114600480335,,KHOI QUAN LY RUI RO
115600480440,,KHOI TAC NGHIEP
115600480446,,KHOI TAC NGHIEP
117700480618,,KHOI HO TRO
119000480000,,BO PHAN CHUNG
120700480950,,BAN LANH DAO
48699,,
111100486021,,KHOI BAN BUON
112100486121,,KHOI BAN LE
112100486150,,KHOI BAN LE
112100486151,,KHOI BAN LE
112100486152,,KHOI BAN LE
112100486153,,KHOI BAN LE
112100486154,,KHOI BAN LE
114600486335,,KHOI QUAN LY RUI RO
115600486440,,KHOI TAC NGHIEP
115600486446,,KHOI TAC NGHIEP
117700486618,,KHOI HO TRO
119000486000,,BO PHAN CHUNG
120700486950,,BAN LANH DAO
48399,,
111100483021,,KHOI BAN BUON
111100483022,,KHOI BAN BUON
112100483120,,KHOI BAN LE
112100483121,,KHOI BAN LE
112100483151,,KHOI BAN LE
112100483152,,KHOI BAN LE
112100483153,,KHOI BAN LE
112100483154,,KHOI BAN LE
114600483335,,KHOI QUAN LY RUI RO
115600483440,,KHOI TAC NGHIEP
115600483446,,KHOI TAC NGHIEP
116700483521,,KHOI TAI CHINH-KE TOAN
117700483698,,KHOI HO TRO
119000483000,,BO PHAN CHUNG
120700483950,,BAN LANH DAO
48899,,
111100488021,,KHOI BAN BUON
112100488121,,KHOI BAN LE
112100488150,,KHOI BAN LE
112100488151,,KHOI BAN LE
112100488152,,KHOI BAN LE
112100488153,,KHOI BAN LE
114600488335,,KHOI QUAN LY RUI RO
115600488440,,KHOI TAC NGHIEP
115600488446,,KHOI TAC NGHIEP
117700488618,,KHOI HO TRO
119000488000,,BO PHAN CHUNG
120700488950,,BAN LANH DAO
44099,,
44599,,
111100440021,,KHOI BAN BUON
112100440121,,KHOI BAN LE
112100440122,,KHOI BAN LE
112100440150,,KHOI BAN LE
112100440151,,KHOI BAN LE
112100440152,,KHOI BAN LE
112100440153,,KHOI BAN LE
112100440158,,KHOI BAN LE
112100440159,,KHOI BAN LE
112100440160,,KHOI BAN LE
112100440161,,KHOI BAN LE
114600440335,,KHOI QUAN LY RUI RO
115600440440,,KHOI TAC NGHIEP
115600440446,,KHOI TAC NGHIEP
116700440521,,KHOI TAI CHINH-KE TOAN
117700440698,,KHOI HO TRO
119000440000,,BO PHAN CHUNG
120700440950,,BAN LANH DAO
44199,,
111100441021,,KHOI BAN BUON
112100441121,,KHOI BAN LE
112100441122,,KHOI BAN LE
112100441155,,KHOI BAN LE
112100441156,,KHOI BAN LE
112100441157,,KHOI BAN LE
112100441158,,KHOI BAN LE
112100441159,,KHOI BAN LE
112100441160,,KHOI BAN LE
112100441161,,KHOI BAN LE
114600441335,,KHOI QUAN LY RUI RO
115600441440,,KHOI TAC NGHIEP
115600441446,,KHOI TAC NGHIEP
117700441618,,KHOI HO TRO
119000441000,,BO PHAN CHUNG
120700441950,,BAN LANH DAO
44299,,
44399,,
111100443021,,KHOI BAN BUON
112100443121,,KHOI BAN LE
112100443150,,KHOI BAN LE
112100443151,,KHOI BAN LE
112100443152,,KHOI BAN LE
112100443154,,KHOI BAN LE
112100443155,,KHOI BAN LE
112100443157,,KHOI BAN LE
114600443335,,KHOI QUAN LY RUI RO
115600443440,,KHOI TAC NGHIEP
115600443446,,KHOI TAC NGHIEP
117700443618,,KHOI HO TRO
119000443000,,BO PHAN CHUNG
120700443950,,BAN LANH DAO
44499,,
44699,,
111100444021,,KHOI BAN BUON
112100444121,,KHOI BAN LE
112100444150,,KHOI BAN LE
112100444151,,KHOI BAN LE
112100444152,,KHOI BAN LE
112100444155,,KHOI BAN LE
114600444335,,KHOI QUAN LY RUI RO
115600444440,,KHOI TAC NGHIEP
115600444446,,KHOI TAC NGHIEP
117700444618,,KHOI HO TRO
119000444000,,BO PHAN CHUNG
120700444950,,BAN LANH DAO
44899,,
111100448021,,KHOI BAN BUON
112100448121,,KHOI BAN LE
112100448161,,KHOI BAN LE
112100448163,,KHOI BAN LE
112100448164,,KHOI BAN LE
112100448165,,KHOI BAN LE
112100448166,,KHOI BAN LE
114600448335,,KHOI QUAN LY RUI RO
115600448440,,KHOI TAC NGHIEP
115600448446,,KHOI TAC NGHIEP
117700448618,,KHOI HO TRO
119000448000,,BO PHAN CHUNG
120700448950,,BAN LANH DAO
47199,,
111100471021,,KHOI BAN BUON
112100471121,,KHOI BAN LE
112100471150,,KHOI BAN LE
112100471151,,KHOI BAN LE
112100471152,,KHOI BAN LE
112100471153,,KHOI BAN LE
112100471154,,KHOI BAN LE
112100471155,,KHOI BAN LE
112100471156,,KHOI BAN LE
112100471157,,KHOI BAN LE
114600471335,,KHOI QUAN LY RUI RO
115600471440,,KHOI TAC NGHIEP
115600471446,,KHOI TAC NGHIEP
115700471465,,KHOI TAC NGHIEP
117700471618,,KHOI HO TRO
119000471000,,BO PHAN CHUNG
120700471950,,BAN LANH DAO
42599,,
111100425021,,KHOI BAN BUON
111100425022,,KHOI BAN BUON
111100425024,,KHOI BAN BUON
112100425121,,KHOI BAN LE
112100425122,,KHOI BAN LE
112100425151,,KHOI BAN LE
112100425152,,KHOI BAN LE
112100425153,,KHOI BAN LE
112100425154,,KHOI BAN LE
112100425155,,KHOI BAN LE
112100425156,,KHOI BAN LE
112100425157,,KHOI BAN LE
114600425335,,KHOI QUAN LY RUI RO
115600425440,,KHOI TAC NGHIEP
115600425441,,KHOI TAC NGHIEP
115600425442,,KHOI TAC NGHIEP
115600425446,,KHOI TAC NGHIEP
115700425465,,KHOI TAC NGHIEP
117700425618,,KHOI HO TRO
119000425000,,BO PHAN CHUNG
120700425950,,BAN LANH DAO
42699,,
111100426021,,KHOI BAN BUON
112100426121,,KHOI BAN LE
112100426150,,KHOI BAN LE
112100426151,,KHOI BAN LE
112100426152,,KHOI BAN LE
112100426153,,KHOI BAN LE
114600426336,,KHOI QUAN LY RUI RO
115600426440,,KHOI TAC NGHIEP
115600426446,,KHOI TAC NGHIEP
117700426618,,KHOI HO TRO
119000426000,,BO PHAN CHUNG
120700426950,,BAN LANH DAO
52099,,
52199,,
111100520021,,KHOI BAN BUON
111100520022,,KHOI BAN BUON
112100520121,,KHOI BAN LE
112100520122,,KHOI BAN LE
112100520123,,KHOI BAN LE
112100520150,,KHOI BAN LE
112100520152,,KHOI BAN LE
112100520153,,KHOI BAN LE
112100520154,,KHOI BAN LE
112100520155,,KHOI BAN LE
114600520335,,KHOI QUAN LY RUI RO
115600520440,,KHOI TAC NGHIEP
115600520446,,KHOI TAC NGHIEP
116700520521,,KHOI TAI CHINH-KE TOAN
117700520698,,KHOI HO TRO
119000520000,,BO PHAN CHUNG
120700520950,,BAN LANH DAO
52299,,
111100522021,,KHOI BAN BUON
112100522121,,KHOI BAN LE
112100522150,,KHOI BAN LE
112100522151,,KHOI BAN LE
112100522152,,KHOI BAN LE
114600522335,,KHOI QUAN LY RUI RO
115600522440,,KHOI TAC NGHIEP
115600522446,,KHOI TAC NGHIEP
117700522618,,KHOI HO TRO
119000522000,,BO PHAN CHUNG
120700522950,,BAN LANH DAO
55199,,
111100551021,,KHOI BAN BUON
112100551120,,KHOI BAN LE
112100551121,,KHOI BAN LE
112100551150,,KHOI BAN LE
112100551152,,KHOI BAN LE
112100551153,,KHOI BAN LE
112100551154,,KHOI BAN LE
112100551155,,KHOI BAN LE
114600551335,,KHOI QUAN LY RUI RO
115600551440,,KHOI TAC NGHIEP
115600551446,,KHOI TAC NGHIEP
116700551521,,KHOI TAI CHINH-KE TOAN
117700551698,,KHOI HO TRO
119000551000,,BO PHAN CHUNG
120700551950,,BAN LANH DAO
55699,,
111100556021,,KHOI BAN BUON
112100556121,,KHOI BAN LE
112100556150,,KHOI BAN LE
112100556151,,KHOI BAN LE
112100556152,,KHOI BAN LE
114600556335,,KHOI QUAN LY RUI RO
115600556440,,KHOI TAC NGHIEP
115600556446,,KHOI TAC NGHIEP
117700556618,,KHOI HO TRO
119000556000,,BO PHAN CHUNG
120700556950,,BAN LANH DAO
51099,,
111100510021,,KHOI BAN BUON
111100510022,,KHOI BAN BUON
111100510023,,KHOI BAN BUON
111100510024,,KHOI BAN BUON
112100510121,,KHOI BAN LE
112100510122,,KHOI BAN LE
112100510151,,KHOI BAN LE
112100510152,,KHOI BAN LE
112100510153,,KHOI BAN LE
112100510154,,KHOI BAN LE
112100510156,,KHOI BAN LE
112100510157,,KHOI BAN LE
112100510159,,KHOI BAN LE
112100510160,,KHOI BAN LE
112100510161,,KHOI BAN LE
114600510335,,KHOI QUAN LY RUI RO
115600510440,,KHOI TAC NGHIEP
115600510446,,KHOI TAC NGHIEP
115700510465,,KHOI TAC NGHIEP
116700510521,,KHOI TAI CHINH-KE TOAN
117700510697,,KHOI HO TRO
117700510698,,KHOI HO TRO
119000510000,,BO PHAN CHUNG
120700510950,,BAN LANH DAO
51199,,
51299,,
51599,,
111100512021,,KHOI BAN BUON
112100512121,,KHOI BAN LE
112100512122,,KHOI BAN LE
112100512150,,KHOI BAN LE
112100512151,,KHOI BAN LE
112100512152,,KHOI BAN LE
112100512153,,KHOI BAN LE
112100512154,,KHOI BAN LE
112100512155,,KHOI BAN LE
112100512156,,KHOI BAN LE
112100512157,,KHOI BAN LE
112100512158,,KHOI BAN LE
114600512335,,KHOI QUAN LY RUI RO
115600512440,,KHOI TAC NGHIEP
115600512446,,KHOI TAC NGHIEP
117700512618,,KHOI HO TRO
119000512000,,BO PHAN CHUNG
120700512950,,BAN LANH DAO
51399,,
51499,,
111100513021,,KHOI BAN BUON
112100513121,,KHOI BAN LE
112100513150,,KHOI BAN LE
112100513151,,KHOI BAN LE
112100513152,,KHOI BAN LE
112100513153,,KHOI BAN LE
112100513154,,KHOI BAN LE
112100513155,,KHOI BAN LE
114600513335,,KHOI QUAN LY RUI RO
115600513440,,KHOI TAC NGHIEP
115600513446,,KHOI TAC NGHIEP
117700513618,,KHOI HO TRO
119000513000,,BO PHAN CHUNG
120700513950,,BAN LANH DAO
51899,,
111100518021,,KHOI BAN BUON
112100518121,,KHOI BAN LE
112100518151,,KHOI BAN LE
112100518152,,KHOI BAN LE
112100518153,,KHOI BAN LE
112100518155,,KHOI BAN LE
112100518156,,KHOI BAN LE
114600518335,,KHOI QUAN LY RUI RO
115600518440,,KHOI TAC NGHIEP
115600518446,,KHOI TAC NGHIEP
117700518618,,KHOI HO TRO
119000518000,,BO PHAN CHUNG
120700518950,,BAN LANH DAO
53199,,
53399,,
111100531021,,KHOI BAN BUON
111100531022,,KHOI BAN BUON
111100531023,,KHOI BAN BUON
112100531121,,KHOI BAN LE
112100531150,,KHOI BAN LE
112100531151,,KHOI BAN LE
112100531152,,KHOI BAN LE
112100531153,,KHOI BAN LE
112100531154,,KHOI BAN LE
112100531155,,KHOI BAN LE
112100531169,,KHOI BAN LE
114600531335,,KHOI QUAN LY RUI RO
115600531440,,KHOI TAC NGHIEP
115600531446,,KHOI TAC NGHIEP
115700531465,,KHOI TAC NGHIEP
116700531521,,KHOI TAI CHINH-KE TOAN
117700531698,,KHOI HO TRO
119000531000,,BO PHAN CHUNG
120700531950,,BAN LANH DAO
53299,,
53499,,
111100532021,,KHOI BAN BUON
112100532121,,KHOI BAN LE
112100532150,,KHOI BAN LE
112100532151,,KHOI BAN LE
112100532152,,KHOI BAN LE
112100532153,,KHOI BAN LE
112100532154,,KHOI BAN LE
112100532155,,KHOI BAN LE
114600532335,,KHOI QUAN LY RUI RO
115600532440,,KHOI TAC NGHIEP
115600532446,,KHOI TAC NGHIEP
117700532618,,KHOI HO TRO
119000532000,,BO PHAN CHUNG
120700532950,,BAN LANH DAO
54099,,
111100540021,,KHOI BAN BUON
112100540121,,KHOI BAN LE
112100540150,,KHOI BAN LE
112100540151,,KHOI BAN LE
112100540152,,KHOI BAN LE
112100540153,,KHOI BAN LE
112100540154,,KHOI BAN LE
114600540335,,KHOI QUAN LY RUI RO
115600540440,,KHOI TAC NGHIEP
115600540446,,KHOI TAC NGHIEP
115700540465,,KHOI TAC NGHIEP
116700540521,,KHOI TAI CHINH-KE TOAN
117700540698,,KHOI HO TRO
119000540000,,BO PHAN CHUNG
120700540950,,BAN LANH DAO
50199,,
111100501021,,KHOI BAN BUON
111100501022,,
111100501023,,
112100501121,,KHOI BAN LE
112100501150,,KHOI BAN LE
112100501151,,KHOI BAN LE
112100501152,,KHOI BAN LE
112100501153,,KHOI BAN LE
112100501154,,KHOI BAN LE
112100501155,,KHOI BAN LE
112100501156,,KHOI BAN LE
112100501159,,KHOI BAN LE
112100501160,,KHOI BAN LE
114600501335,,KHOI QUAN LY RUI RO
115600501440,,KHOI TAC NGHIEP
115600501441,,KHOI TAC NGHIEP
115600501442,,KHOI TAC NGHIEP
115600501446,,KHOI TAC NGHIEP
115700501465,,KHOI TAC NGHIEP
116700501521,,KHOI TAI CHINH-KE TOAN
117700501698,,KHOI HO TRO
119000501000,,BO PHAN CHUNG
120700501950,,BAN LANH DAO
50299,,
111100502021,,KHOI BAN BUON
112100502121,,KHOI BAN LE
112100502151,,KHOI BAN LE
112100502152,,KHOI BAN LE
112100502153,,KHOI BAN LE
112100502154,,KHOI BAN LE
114600502335,,KHOI QUAN LY RUI RO
115600502440,,KHOI TAC NGHIEP
115600502446,,KHOI TAC NGHIEP
115700502465,,KHOI TAC NGHIEP
117700502618,,KHOI HO TRO
119000502000,,BO PHAN CHUNG
120700502950,,BAN LANH DAO
50599,,
111100505021,,KHOI BAN BUON
112100505121,,KHOI BAN LE
112100505152,,KHOI BAN LE
112100505153,,KHOI BAN LE
112100505154,,KHOI BAN LE
112100505155,,KHOI BAN LE
112100505156,,KHOI BAN LE
112100505157,,KHOI BAN LE
114600505335,,KHOI QUAN LY RUI RO
115600505440,,KHOI TAC NGHIEP
115600505446,,KHOI TAC NGHIEP
115700505465,,KHOI TAC NGHIEP
117700505618,,KHOI HO TRO
119000505000,,BO PHAN CHUNG
120700505950,,BAN LANH DAO
55899,,
111100558021,,KHOI BAN BUON
112100558121,,KHOI BAN LE
112100558150,,KHOI BAN LE
112100558151,,KHOI BAN LE
112100558152,,KHOI BAN LE
114600558335,,KHOI QUAN LY RUI RO
115600558440,,KHOI TAC NGHIEP
115600558446,,KHOI TAC NGHIEP
117700558618,,KHOI HO TRO
119000558000,,BO PHAN CHUNG
120700558950,,BAN LANH DAO
58099,,
111100580021,,KHOI BAN BUON
111100580022,,KHOI BAN BUON
111100580023,,KHOI BAN BUON
112100580121,,KHOI BAN LE
112100580150,,KHOI BAN LE
112100580151,,KHOI BAN LE
112100580152,,KHOI BAN LE
112100580153,,KHOI BAN LE
112100580155,,KHOI BAN LE
112100580156,,KHOI BAN LE
114600580335,,KHOI QUAN LY RUI RO
115600580440,,KHOI TAC NGHIEP
115600580441,,KHOI TAC NGHIEP
115600580442,,KHOI TAC NGHIEP
115600580446,,KHOI TAC NGHIEP
115700580465,,KHOI TAC NGHIEP
116700580521,,KHOI TAI CHINH-KE TOAN
117700580698,,KHOI HO TRO
119000580000,,BO PHAN CHUNG
120700580950,,BAN LANH DAO
58199,,
58299,,
111100581021,,KHOI BAN BUON
111100581022,,KHOI BAN BUON
112100581120,,KHOI BAN LE
112100581121,,KHOI BAN LE
112100581151,,KHOI BAN LE
112100581152,,KHOI BAN LE
112100581154,,KHOI BAN LE
112100581155,,KHOI BAN LE
112100581157,,KHOI BAN LE
112100581158,,KHOI BAN LE
114600581335,,KHOI QUAN LY RUI RO
115600581440,,KHOI TAC NGHIEP
115600581446,,KHOI TAC NGHIEP
117700581618,,KHOI HO TRO
119000581000,,BO PHAN CHUNG
120700581950,,BAN LANH DAO
61199,,
111100611021,,KHOI BAN BUON
112100611121,,KHOI BAN LE
112100611150,,KHOI BAN LE
112100611151,,KHOI BAN LE
112100611152,,KHOI BAN LE
114600611335,,KHOI QUAN LY RUI RO
115600611440,,KHOI TAC NGHIEP
115600611446,,KHOI TAC NGHIEP
116700611521,,KHOI TAI CHINH-KE TOAN
117700611698,,KHOI HO TRO
119000611000,,BO PHAN CHUNG
120700611950,,BAN LANH DAO
56099,,
111100560021,,KHOI BAN BUON
112100560121,,KHOI BAN LE
112100560150,,KHOI BAN LE
112100560151,,KHOI BAN LE
112100560152,,KHOI BAN LE
112100560154,,KHOI BAN LE
114600560335,,KHOI QUAN LY RUI RO
115600560440,,KHOI TAC NGHIEP
115600560441,,KHOI TAC NGHIEP
115600560442,,KHOI TAC NGHIEP
