LEVEL_06_CODE ,Loa (mã khối),Tên khối
120700651950,20.0,BAN LANH DAO
65299,,
111100652021,11.0,KHOI BAN BUON
111100652022,11.0,KHOI BAN BUON
112100652121,12.0,KHOI BAN LE
112100652150,12.0,KHOI BAN LE
112100652151,12.0,KHOI BAN LE
112100652152,12.0,KHOI BAN LE
112100652153,12.0,KHOI BAN LE
114600652335,14.0,KHOI QUAN LY RUI RO
115600652440,15.0,KHOI TAC NGHIEP
115600652446,15.0,KHOI TAC NGHIEP
117700652618,17.0,KHOI HO TRO
119000652000,19.0,BO PHAN CHUNG
120700652950,20.0,BAN LANH DAO
65399,,
111100653021,11.0,KHOI BAN BUON
112100653121,12.0,KHOI BAN LE
112100653122,12.0,KHOI BAN LE
112100653154,12.0,KHOI BAN LE
112100653155,12.0,KHOI BAN LE
112100653156,12.0,KHOI BAN LE
114600653335,14.0,KHOI QUAN LY RUI RO
115600653440,15.0,KHOI TAC NGHIEP
115600653446,15.0,KHOI TAC NGHIEP
117700653618,17.0,KHOI HO TRO
119000653000,19.0,BO PHAN CHUNG
120700653950,20.0,BAN LANH DAO
65699,,
111100656021,11.0,KHOI BAN BUON
112100656121,12.0,KHOI BAN LE
112100656150,12.0,KHOI BAN LE
112100656152,12.0,KHOI BAN LE
112100656153,12.0,KHOI BAN LE
115600656440,15.0,KHOI TAC NGHIEP
115600656446,15.0,KHOI TAC NGHIEP
117700656618,17.0,KHOI HO TRO
119000656000,19.0,BO PHAN CHUNG
120700656950,20.0,BAN LANH DAO
65599,,
111100655021,11.0,KHOI BAN BUON
112100655121,12.0,KHOI BAN LE
112100655150,12.0,KHOI BAN LE
112100655151,12.0,KHOI BAN LE
112100655152,12.0,KHOI BAN LE
112100655153,12.0,KHOI BAN LE
114600655335,14.0,KHOI QUAN LY RUI RO
115600655440,15.0,KHOI TAC NGHIEP
115600655446,15.0,KHOI TAC NGHIEP
115700655465,15.0,KHOI TAC NGHIEP
117700655618,17.0,KHOI HO TRO
119000655000,19.0,BO PHAN CHUNG
120700655950,20.0,BAN LANH DAO
67099,,
111100670021,11.0,KHOI BAN BUON
111100670022,11.0,KHOI BAN BUON
111100670023,11.0,KHOI BAN BUON
112100670121,12.0,KHOI BAN LE
112100670122,12.0,KHOI BAN LE
112100670151,12.0,KHOI BAN LE
112100670152,12.0,KHOI BAN LE
112100670153,12.0,KHOI BAN LE
112100670154,12.0,KHOI BAN LE
112100670155,12.0,KHOI BAN LE
112100670156,12.0,KHOI BAN LE
114600670335,14.0,KHOI QUAN LY RUI RO
115600670440,15.0,KHOI TAC NGHIEP
115600670446,15.0,KHOI TAC NGHIEP
116700670521,16.0,KHOI TAI CHINH-KE TOAN
117700670698,17.0,KHOI HO TRO
119000670000,19.0,BO PHAN CHUNG
120700670950,20.0,BAN LANH DAO
67199,,
111100671021,11.0,KHOI BAN BUON
111100671022,11.0,KHOI BAN BUON
112100671121,12.0,KHOI BAN LE
112100671150,12.0,KHOI BAN LE
112100671151,12.0,KHOI BAN LE
112100671152,12.0,KHOI BAN LE
112100671153,12.0,KHOI BAN LE
114600671335,14.0,KHOI QUAN LY RUI RO
115600671440,15.0,KHOI TAC NGHIEP
115600671446,15.0,KHOI TAC NGHIEP
117700671618,17.0,KHOI HO TRO
119000671000,19.0,BO PHAN CHUNG
120700671950,20.0,BAN LANH DAO
67299,,
111100672021,11.0,KHOI BAN BUON
112100672121,12.0,KHOI BAN LE
112100672122,12.0,KHOI BAN LE
112100672150,12.0,KHOI BAN LE
112100672151,12.0,KHOI BAN LE
112100672152,12.0,KHOI BAN LE
114600672335,14.0,KHOI QUAN LY RUI RO
115600672440,15.0,KHOI TAC NGHIEP
115600672446,15.0,KHOI TAC NGHIEP
117700672618,17.0,KHOI HO TRO
119000672000,19.0,BO PHAN CHUNG
120700672950,20.0,BAN LANH DAO
67999,,
111100679021,11.0,KHOI BAN BUON
112100679121,12.0,KHOI BAN LE
112100679150,12.0,KHOI BAN LE
112100679151,12.0,KHOI BAN LE
112100679152,12.0,KHOI BAN LE
112100679153,12.0,KHOI BAN LE
112100679154,12.0,KHOI BAN LE
115600679440,15.0,KHOI TAC NGHIEP
115600679446,15.0,KHOI TAC NGHIEP
117700679618,17.0,KHOI HO TRO
119000679000,19.0,BO PHAN CHUNG
120700679950,20.0,BAN LANH DAO
66199,,
111100661021,11.0,KHOI BAN BUON
112100661121,12.0,KHOI BAN LE
112100661150,12.0,KHOI BAN LE
112100661151,12.0,KHOI BAN LE
112100661152,12.0,KHOI BAN LE
112100661153,12.0,KHOI BAN LE
112100661154,12.0,KHOI BAN LE
114600661335,14.0,KHOI QUAN LY RUI RO
115600661440,15.0,KHOI TAC NGHIEP
115600661446,15.0,KHOI TAC NGHIEP
116700661521,16.0,KHOI TAI CHINH-KE TOAN
117700661698,17.0,KHOI HO TRO
119000661000,19.0,BO PHAN CHUNG
120700661950,20.0,BAN LANH DAO
76099,,
76899,,
111100760022,11.0,KHOI BAN BUON
111100760023,11.0,KHOI BAN BUON
112100760121,12.0,KHOI BAN LE
112100760122,12.0,KHOI BAN LE
112100760150,12.0,KHOI BAN LE
112100760151,12.0,KHOI BAN LE
112100760152,12.0,KHOI BAN LE
112100760153,12.0,KHOI BAN LE
112100760154,12.0,KHOI BAN LE
112100760155,12.0,KHOI BAN LE
114600760335,14.0,KHOI QUAN LY RUI RO
115600760440,15.0,KHOI TAC NGHIEP
115600760446,15.0,KHOI TAC NGHIEP
115700760465,15.0,KHOI TAC NGHIEP
116700760521,16.0,KHOI TAI CHINH-KE TOAN
117700760698,17.0,KHOI HO TRO
119000760000,19.0,BO PHAN CHUNG
120700760950,20.0,BAN LANH DAO
76199,,
111100761021,11.0,KHOI BAN BUON
112100761121,12.0,KHOI BAN LE
112100761150,12.0,KHOI BAN LE
112100761151,12.0,KHOI BAN LE
112100761152,12.0,KHOI BAN LE
112100761153,12.0,KHOI BAN LE
114600761335,14.0,KHOI QUAN LY RUI RO
115600761440,15.0,KHOI TAC NGHIEP
115600761446,15.0,KHOI TAC NGHIEP
117700761618,17.0,KHOI HO TRO
119000761000,19.0,BO PHAN CHUNG
120700761950,20.0,BAN LANH DAO
76299,,
111100762021,11.0,KHOI BAN BUON
111100762022,0.0,
112100762121,12.0,KHOI BAN LE
112100762150,12.0,KHOI BAN LE
112100762151,12.0,KHOI BAN LE
112100762152,12.0,KHOI BAN LE
112100762153,12.0,KHOI BAN LE
112100762154,12.0,KHOI BAN LE
114600762335,14.0,KHOI QUAN LY RUI RO
115600762440,15.0,KHOI TAC NGHIEP
115600762446,15.0,KHOI TAC NGHIEP
117700762618,17.0,KHOI HO TRO
119000762000,19.0,BO PHAN CHUNG
120700762950,20.0,BAN LANH DAO
76699,,
111100766021,11.0,KHOI BAN BUON
112100766121,12.0,KHOI BAN LE
112100766150,12.0,KHOI BAN LE
112100766152,12.0,KHOI BAN LE
112100766153,12.0,KHOI BAN LE
114600766335,14.0,KHOI QUAN LY RUI RO
115600766440,15.0,KHOI TAC NGHIEP
115600766446,15.0,KHOI TAC NGHIEP
117700766618,17.0,KHOI HO TRO
119000766000,19.0,BO PHAN CHUNG
120700766950,20.0,BAN LANH DAO
25699,,
111100256021,11.0,KHOI BAN BUON
111100256022,11.0,KHOI BAN BUON
112100256121,12.0,KHOI BAN LE
112100256153,12.0,KHOI BAN LE
112100256161,12.0,KHOI BAN LE
112100256162,12.0,KHOI BAN LE
112100256163,12.0,KHOI BAN LE
114600256335,14.0,KHOI QUAN LY RUI RO
115600256440,15.0,KHOI TAC NGHIEP
115600256446,15.0,KHOI TAC NGHIEP
117700256618,17.0,KHOI HO TRO
119000256000,19.0,BO PHAN CHUNG
120700256950,20.0,BAN LANH DAO
43299,,
111100432021,11.0,KHOI BAN BUON
111100432022,11.0,KHOI BAN BUON
112100432121,12.0,KHOI BAN LE
112100432151,12.0,KHOI BAN LE
112100432152,12.0,KHOI BAN LE
112100432153,12.0,KHOI BAN LE
112100432154,12.0,KHOI BAN LE
112100432155,12.0,KHOI BAN LE
112100432156,12.0,KHOI BAN LE
112100432157,12.0,KHOI BAN LE
112100432158,12.0,KHOI BAN LE
112100432160,12.0,KHOI BAN LE
114600432335,14.0,KHOI QUAN LY RUI RO
115600432440,15.0,KHOI TAC NGHIEP
115600432446,15.0,KHOI TAC NGHIEP
116700432521,16.0,KHOI TAI CHINH-KE TOAN
117700432698,17.0,KHOI HO TRO
119000432000,19.0,BO PHAN CHUNG
120700432950,20.0,BAN LANH DAO
43399,,
111100433021,11.0,KHOI BAN BUON
112100433121,12.0,KHOI BAN LE
112100433150,12.0,KHOI BAN LE
112100433151,12.0,KHOI BAN LE
112100433152,12.0,KHOI BAN LE
112100433153,12.0,KHOI BAN LE
112100433154,12.0,KHOI BAN LE
114600433335,14.0,KHOI QUAN LY RUI RO
115600433440,15.0,KHOI TAC NGHIEP
115600433446,15.0,KHOI TAC NGHIEP
117700433618,17.0,KHOI HO TRO
119000433000,19.0,BO PHAN CHUNG
120700433950,20.0,BAN LANH DAO
48299,,
111100482021,11.0,KHOI BAN BUON
112100482121,12.0,KHOI BAN LE
112100482150,12.0,KHOI BAN LE
112100482151,12.0,KHOI BAN LE
112100482152,12.0,KHOI BAN LE
112100482153,12.0,KHOI BAN LE
112100482154,12.0,KHOI BAN LE
112100482155,12.0,KHOI BAN LE
114600482335,14.0,KHOI QUAN LY RUI RO
115600482440,15.0,KHOI TAC NGHIEP
115600482446,15.0,KHOI TAC NGHIEP
117700482618,17.0,KHOI HO TRO
119000482000,19.0,BO PHAN CHUNG
120700482950,20.0,BAN LANH DAO
46099,,
46299,,
46399,,
111100460021,11.0,KHOI BAN BUON
111100460022,11.0,KHOI BAN BUON
111100460023,11.0,KHOI BAN BUON
112100460121,12.0,KHOI BAN LE
112100460122,12.0,KHOI BAN LE
112100460150,12.0,KHOI BAN LE
112100460151,12.0,KHOI BAN LE
112100460152,12.0,KHOI BAN LE
112100460153,12.0,KHOI BAN LE
112100460154,12.0,KHOI BAN LE
112100460155,12.0,KHOI BAN LE
112100460156,12.0,KHOI BAN LE
112100460157,12.0,KHOI BAN LE
112100460158,12.0,KHOI BAN LE
112100460159,12.0,KHOI BAN LE
112100460160,12.0,KHOI BAN LE
114600460335,14.0,KHOI QUAN LY RUI RO
115600460440,15.0,KHOI TAC NGHIEP
115600460446,15.0,KHOI TAC NGHIEP
115700460465,15.0,KHOI TAC NGHIEP
116700460521,16.0,KHOI TAI CHINH-KE TOAN
117700460698,17.0,KHOI HO TRO
119000460000,19.0,BO PHAN CHUNG
120700460950,20.0,BAN LANH DAO
46199,,
111100461021,11.0,KHOI BAN BUON
112100461121,12.0,KHOI BAN LE
112100461150,12.0,KHOI BAN LE
112100461151,12.0,KHOI BAN LE
112100461152,12.0,KHOI BAN LE
112100461154,12.0,KHOI BAN LE
112100461155,12.0,KHOI BAN LE
114600461335,14.0,KHOI QUAN LY RUI RO
115600461440,15.0,KHOI TAC NGHIEP
115600461446,15.0,KHOI TAC NGHIEP
117700461618,17.0,KHOI HO TRO
119000461000,19.0,BO PHAN CHUNG
120700461950,20.0,BAN LANH DAO
46899,,
111100468021,11.0,KHOI BAN BUON
112100468121,12.0,KHOI BAN LE
112100468150,12.0,KHOI BAN LE
112100468155,12.0,KHOI BAN LE
112100468156,12.0,KHOI BAN LE
112100468158,12.0,KHOI BAN LE
112100468160,12.0,KHOI BAN LE
112100468166,12.0,KHOI BAN LE
112100468168,12.0,KHOI BAN LE
114600468335,14.0,KHOI QUAN LY RUI RO
115600468440,15.0,KHOI TAC NGHIEP
115600468446,15.0,KHOI TAC NGHIEP
117700468618,17.0,KHOI HO TRO
119000468000,19.0,BO PHAN CHUNG
120700468950,20.0,BAN LANH DAO
32199,,
111100321021,11.0,KHOI BAN BUON
111100321022,11.0,KHOI BAN BUON
112100321121,12.0,KHOI BAN LE
112100321122,12.0,KHOI BAN LE
112100321150,12.0,KHOI BAN LE
112100321151,12.0,KHOI BAN LE
112100321152,12.0,KHOI BAN LE
112100321153,12.0,KHOI BAN LE
112100321154,12.0,KHOI BAN LE
112100321155,12.0,KHOI BAN LE
112100321156,12.0,KHOI BAN LE
114600321335,14.0,KHOI QUAN LY RUI RO
115600321440,15.0,KHOI TAC NGHIEP
115600321446,15.0,KHOI TAC NGHIEP
115700321465,15.0,KHOI TAC NGHIEP
116700321521,16.0,KHOI TAI CHINH-KE TOAN
117700321698,17.0,KHOI HO TRO
119000321000,19.0,BO PHAN CHUNG
120700321950,20.0,BAN LANH DAO
32399,,
111100323021,11.0,KHOI BAN BUON
111100323022,11.0,KHOI BAN BUON
112100323121,12.0,KHOI BAN LE
112100323150,12.0,KHOI BAN LE
112100323151,12.0,KHOI BAN LE
112100323154,12.0,KHOI BAN LE
112100323155,12.0,KHOI BAN LE
112100323156,12.0,KHOI BAN LE
114600323335,14.0,KHOI QUAN LY RUI RO
115600323440,15.0,KHOI TAC NGHIEP
115600323446,15.0,KHOI TAC NGHIEP
115700323465,15.0,KHOI TAC NGHIEP
117700323618,17.0,KHOI HO TRO
119000323000,19.0,BO PHAN CHUNG
120700323950,20.0,BAN LANH DAO
32899,,
111100328021,11.0,KHOI BAN BUON
112100328121,12.0,KHOI BAN LE
112100328150,12.0,KHOI BAN LE
112100328151,12.0,KHOI BAN LE
112100328152,12.0,KHOI BAN LE
112100328153,12.0,KHOI BAN LE
112100328154,12.0,KHOI BAN LE
114600328335,14.0,KHOI QUAN LY RUI RO
115600328440,15.0,KHOI TAC NGHIEP
115600328446,15.0,KHOI TAC NGHIEP
117700328618,17.0,KHOI HO TRO
119000328000,19.0,BO PHAN CHUNG
120700328950,20.0,BAN LANH DAO
46599,,
111100465021,11.0,KHOI BAN BUON
111100465022,11.0,KHOI BAN BUON
112100465121,12.0,KHOI BAN LE
112100465150,12.0,KHOI BAN LE
112100465151,12.0,KHOI BAN LE
112100465152,12.0,KHOI BAN LE
112100465153,12.0,KHOI BAN LE
114600465335,14.0,KHOI QUAN LY RUI RO
115600465440,15.0,KHOI TAC NGHIEP
115600465446,15.0,KHOI TAC NGHIEP
116700465521,16.0,KHOI TAI CHINH-KE TOAN
117700465698,17.0,KHOI HO TRO
119000465000,19.0,BO PHAN CHUNG
120700465950,20.0,BAN LANH DAO
46699,,
111100466021,11.0,KHOI BAN BUON
111100466022,11.0,KHOI BAN BUON
112100466121,12.0,KHOI BAN LE
112100466150,12.0,KHOI BAN LE
112100466153,12.0,KHOI BAN LE
112100466154,12.0,KHOI BAN LE
112100466158,12.0,KHOI BAN LE
114600466335,14.0,KHOI QUAN LY RUI RO
115600466440,15.0,KHOI TAC NGHIEP
115600466446,15.0,KHOI TAC NGHIEP
117700466618,17.0,KHOI HO TRO
119000466000,19.0,BO PHAN CHUNG
120700466950,20.0,BAN LANH DAO
48099,,
111100480021,11.0,KHOI BAN BUON
112100480121,12.0,KHOI BAN LE
112100480150,12.0,KHOI BAN LE
112100480152,12.0,KHOI BAN LE
112100480153,12.0,KHOI BAN LE
112100480156,12.0,KHOI BAN LE
112100480157,12.0,KHOI BAN LE
112100480158,12.0,KHOI BAN LE
114600480335,14.0,KHOI QUAN LY RUI RO
115600480440,15.0,KHOI TAC NGHIEP
115600480446,15.0,KHOI TAC NGHIEP
117700480618,17.0,KHOI HO TRO
119000480000,19.0,BO PHAN CHUNG
120700480950,20.0,BAN LANH DAO
48699,,
111100486021,11.0,KHOI BAN BUON
112100486121,12.0,KHOI BAN LE
112100486150,12.0,KHOI BAN LE
112100486151,12.0,KHOI BAN LE
112100486152,12.0,KHOI BAN LE
112100486153,12.0,KHOI BAN LE
112100486154,12.0,KHOI BAN LE
114600486335,14.0,KHOI QUAN LY RUI RO
115600486440,15.0,KHOI TAC NGHIEP
115600486446,15.0,KHOI TAC NGHIEP
117700486618,17.0,KHOI HO TRO
119000486000,19.0,BO PHAN CHUNG
120700486950,20.0,BAN LANH DAO
48399,,
111100483021,11.0,KHOI BAN BUON
111100483022,11.0,KHOI BAN BUON
112100483120,12.0,KHOI BAN LE
112100483121,12.0,KHOI BAN LE
112100483151,12.0,KHOI BAN LE
112100483152,12.0,KHOI BAN LE
112100483153,12.0,KHOI BAN LE
112100483154,12.0,KHOI BAN LE
114600483335,14.0,KHOI QUAN LY RUI RO
115600483440,15.0,KHOI TAC NGHIEP
115600483446,15.0,KHOI TAC NGHIEP
116700483521,16.0,KHOI TAI CHINH-KE TOAN
117700483698,17.0,KHOI HO TRO
119000483000,19.0,BO PHAN CHUNG
120700483950,20.0,BAN LANH DAO
48899,,
111100488021,11.0,KHOI BAN BUON
112100488121,12.0,KHOI BAN LE
112100488150,12.0,KHOI BAN LE
112100488151,12.0,KHOI BAN LE
112100488152,12.0,KHOI BAN LE
112100488153,12.0,KHOI BAN LE
114600488335,14.0,KHOI QUAN LY RUI RO
115600488440,15.0,KHOI TAC NGHIEP
115600488446,15.0,KHOI TAC NGHIEP
117700488618,17.0,KHOI HO TRO
119000488000,19.0,BO PHAN CHUNG
120700488950,20.0,BAN LANH DAO
44099,,
44599,,
111100440021,11.0,KHOI BAN BUON
112100440121,12.0,KHOI BAN LE
112100440122,12.0,KHOI BAN LE
112100440150,12.0,KHOI BAN LE
112100440151,12.0,KHOI BAN LE
112100440152,12.0,KHOI BAN LE
112100440153,12.0,KHOI BAN LE
112100440158,12.0,KHOI BAN LE
112100440159,12.0,KHOI BAN LE
112100440160,12.0,KHOI BAN LE
112100440161,12.0,KHOI BAN LE
114600440335,14.0,KHOI QUAN LY RUI RO
115600440440,15.0,KHOI TAC NGHIEP
115600440446,15.0,KHOI TAC NGHIEP
116700440521,16.0,KHOI TAI CHINH-KE TOAN
117700440698,17.0,KHOI HO TRO
119000440000,19.0,BO PHAN CHUNG
120700440950,20.0,BAN LANH DAO
44199,,
111100441021,11.0,KHOI BAN BUON
112100441121,12.0,KHOI BAN LE
112100441122,12.0,KHOI BAN LE
112100441155,12.0,KHOI BAN LE
112100441156,12.0,KHOI BAN LE
112100441157,12.0,KHOI BAN LE
112100441158,12.0,KHOI BAN LE
112100441159,12.0,KHOI BAN LE
112100441160,12.0,KHOI BAN LE
112100441161,12.0,KHOI BAN LE
114600441335,14.0,KHOI QUAN LY RUI RO
115600441440,15.0,KHOI TAC NGHIEP
115600441446,15.0,KHOI TAC NGHIEP
117700441618,17.0,KHOI HO TRO
119000441000,19.0,BO PHAN CHUNG
120700441950,20.0,BAN LANH DAO
44299,,
44399,,
111100443021,11.0,KHOI BAN BUON
112100443121,12.0,KHOI BAN LE
112100443150,12.0,KHOI BAN LE
112100443151,12.0,KHOI BAN LE
112100443152,12.0,KHOI BAN LE
112100443154,12.0,KHOI BAN LE
112100443155,12.0,KHOI BAN LE
112100443157,12.0,KHOI BAN LE
114600443335,14.0,KHOI QUAN LY RUI RO
115600443440,15.0,KHOI TAC NGHIEP
115600443446,15.0,KHOI TAC NGHIEP
117700443618,17.0,KHOI HO TRO
119000443000,19.0,BO PHAN CHUNG
120700443950,20.0,BAN LANH DAO
44499,,
44699,,
111100444021,11.0,KHOI BAN BUON
112100444121,12.0,KHOI BAN LE
112100444150,12.0,KHOI BAN LE
112100444151,12.0,KHOI BAN LE
112100444152,12.0,KHOI BAN LE
112100444155,12.0,KHOI BAN LE
114600444335,14.0,KHOI QUAN LY RUI RO
115600444440,15.0,KHOI TAC NGHIEP
115600444446,15.0,KHOI TAC NGHIEP
117700444618,17.0,KHOI HO TRO
119000444000,19.0,BO PHAN CHUNG
120700444950,20.0,BAN LANH DAO
44899,,
111100448021,11.0,KHOI BAN BUON
112100448121,12.0,KHOI BAN LE
112100448161,12.0,KHOI BAN LE
112100448163,12.0,KHOI BAN LE
112100448164,12.0,KHOI BAN LE
112100448165,12.0,KHOI BAN LE
112100448166,12.0,KHOI BAN LE
114600448335,14.0,KHOI QUAN LY RUI RO
115600448440,15.0,KHOI TAC NGHIEP
115600448446,15.0,KHOI TAC NGHIEP
117700448618,17.0,KHOI HO TRO
119000448000,19.0,BO PHAN CHUNG
120700448950,20.0,BAN LANH DAO
47199,,
111100471021,11.0,KHOI BAN BUON
112100471121,12.0,KHOI BAN LE
112100471150,12.0,KHOI BAN LE
112100471151,12.0,KHOI BAN LE
112100471152,12.0,KHOI BAN LE
112100471153,12.0,KHOI BAN LE
112100471154,12.0,KHOI BAN LE
112100471155,12.0,KHOI BAN LE
112100471156,12.0,KHOI BAN LE
112100471157,12.0,KHOI BAN LE
114600471335,14.0,KHOI QUAN LY RUI RO
115600471440,15.0,KHOI TAC NGHIEP
115600471446,15.0,KHOI TAC NGHIEP
115700471465,15.0,KHOI TAC NGHIEP
117700471618,17.0,KHOI HO TRO
119000471000,19.0,BO PHAN CHUNG
120700471950,20.0,BAN LANH DAO
42599,,
111100425021,11.0,KHOI BAN BUON
111100425022,11.0,KHOI BAN BUON
111100425024,11.0,KHOI BAN BUON
112100425121,12.0,KHOI BAN LE
112100425122,12.0,KHOI BAN LE
112100425151,12.0,KHOI BAN LE
112100425152,12.0,KHOI BAN LE
112100425153,12.0,KHOI BAN LE
112100425154,12.0,KHOI BAN LE
112100425155,12.0,KHOI BAN LE
112100425156,12.0,KHOI BAN LE
112100425157,12.0,KHOI BAN LE
114600425335,14.0,KHOI QUAN LY RUI RO
115600425440,15.0,KHOI TAC NGHIEP
115600425441,15.0,KHOI TAC NGHIEP
115600425442,15.0,KHOI TAC NGHIEP
115600425446,15.0,KHOI TAC NGHIEP
115700425465,15.0,KHOI TAC NGHIEP
117700425618,17.0,KHOI HO TRO
119000425000,19.0,BO PHAN CHUNG
120700425950,20.0,BAN LANH DAO
42699,,
111100426021,11.0,KHOI BAN BUON
112100426121,12.0,KHOI BAN LE
112100426150,12.0,KHOI BAN LE
112100426151,12.0,KHOI BAN LE
112100426152,12.0,KHOI BAN LE
112100426153,12.0,KHOI BAN LE
114600426336,14.0,KHOI QUAN LY RUI RO
115600426440,15.0,KHOI TAC NGHIEP
115600426446,15.0,KHOI TAC NGHIEP
117700426618,17.0,KHOI HO TRO
119000426000,19.0,BO PHAN CHUNG
120700426950,20.0,BAN LANH DAO
52099,,
52199,,
111100520021,11.0,KHOI BAN BUON
111100520022,11.0,KHOI BAN BUON
112100520121,12.0,KHOI BAN LE
112100520122,12.0,KHOI BAN LE
112100520123,12.0,KHOI BAN LE
112100520150,12.0,KHOI BAN LE
112100520152,12.0,KHOI BAN LE
112100520153,12.0,KHOI BAN LE
112100520154,12.0,KHOI BAN LE
112100520155,12.0,KHOI BAN LE
114600520335,14.0,KHOI QUAN LY RUI RO
115600520440,15.0,KHOI TAC NGHIEP
115600520446,15.0,KHOI TAC NGHIEP
116700520521,16.0,KHOI TAI CHINH-KE TOAN
117700520698,17.0,KHOI HO TRO
119000520000,19.0,BO PHAN CHUNG
120700520950,20.0,BAN LANH DAO
52299,,
111100522021,11.0,KHOI BAN BUON
112100522121,12.0,KHOI BAN LE
112100522150,12.0,KHOI BAN LE
112100522151,12.0,KHOI BAN LE
112100522152,12.0,KHOI BAN LE
114600522335,14.0,KHOI QUAN LY RUI RO
115600522440,15.0,KHOI TAC NGHIEP
115600522446,15.0,KHOI TAC NGHIEP
117700522618,17.0,KHOI HO TRO
119000522000,19.0,BO PHAN CHUNG
120700522950,20.0,BAN LANH DAO
55199,,
111100551021,11.0,KHOI BAN BUON
112100551120,12.0,KHOI BAN LE
112100551121,12.0,KHOI BAN LE
112100551150,12.0,KHOI BAN LE
112100551152,12.0,KHOI BAN LE
112100551153,12.0,KHOI BAN LE
112100551154,12.0,KHOI BAN LE
112100551155,12.0,KHOI BAN LE
114600551335,14.0,KHOI QUAN LY RUI RO
115600551440,15.0,KHOI TAC NGHIEP
115600551446,15.0,KHOI TAC NGHIEP
116700551521,16.0,KHOI TAI CHINH-KE TOAN
117700551698,17.0,KHOI HO TRO
119000551000,19.0,BO PHAN CHUNG
120700551950,20.0,BAN LANH DAO
55699,,
111100556021,11.0,KHOI BAN BUON
112100556121,12.0,KHOI BAN LE
112100556150,12.0,KHOI BAN LE
112100556151,12.0,KHOI BAN LE
112100556152,12.0,KHOI BAN LE
114600556335,14.0,KHOI QUAN LY RUI RO
115600556440,15.0,KHOI TAC NGHIEP
115600556446,15.0,KHOI TAC NGHIEP
117700556618,17.0,KHOI HO TRO
119000556000,19.0,BO PHAN CHUNG
120700556950,20.0,BAN LANH DAO
51099,,
111100510021,11.0,KHOI BAN BUON
111100510022,11.0,KHOI BAN BUON
111100510023,11.0,KHOI BAN BUON
111100510024,11.0,KHOI BAN BUON
112100510121,12.0,KHOI BAN LE
112100510122,12.0,KHOI BAN LE
112100510151,12.0,KHOI BAN LE
112100510152,12.0,KHOI BAN LE
112100510153,12.0,KHOI BAN LE
112100510154,12.0,KHOI BAN LE
112100510156,12.0,KHOI BAN LE
112100510157,12.0,KHOI BAN LE
112100510159,12.0,KHOI BAN LE
112100510160,12.0,KHOI BAN LE
112100510161,12.0,KHOI BAN LE
114600510335,14.0,KHOI QUAN LY RUI RO
115600510440,15.0,KHOI TAC NGHIEP
115600510446,15.0,KHOI TAC NGHIEP
115700510465,15.0,KHOI TAC NGHIEP
116700510521,16.0,KHOI TAI CHINH-KE TOAN
117700510697,17.0,KHOI HO TRO
117700510698,17.0,KHOI HO TRO
119000510000,19.0,BO PHAN CHUNG
120700510950,20.0,BAN LANH DAO
51199,,
51299,,
51599,,
111100512021,11.0,KHOI BAN BUON
112100512121,12.0,KHOI BAN LE
112100512122,12.0,KHOI BAN LE
112100512150,12.0,KHOI BAN LE
112100512151,12.0,KHOI BAN LE
112100512152,12.0,KHOI BAN LE
112100512153,12.0,KHOI BAN LE
112100512154,12.0,KHOI BAN LE
112100512155,12.0,KHOI BAN LE
112100512156,12.0,KHOI BAN LE
112100512157,12.0,KHOI BAN LE
112100512158,12.0,KHOI BAN LE
114600512335,14.0,KHOI QUAN LY RUI RO
115600512440,15.0,KHOI TAC NGHIEP
115600512446,15.0,KHOI TAC NGHIEP
117700512618,17.0,KHOI HO TRO
119000512000,19.0,BO PHAN CHUNG
120700512950,20.0,BAN LANH DAO
51399,,
51499,,
111100513021,11.0,KHOI BAN BUON
112100513121,12.0,KHOI BAN LE
112100513150,12.0,KHOI BAN LE
112100513151,12.0,KHOI BAN LE
112100513152,12.0,KHOI BAN LE
112100513153,12.0,KHOI BAN LE
112100513154,12.0,KHOI BAN LE
112100513155,12.0,KHOI BAN LE
114600513335,14.0,KHOI QUAN LY RUI RO
115600513440,15.0,KHOI TAC NGHIEP
115600513446,15.0,KHOI TAC NGHIEP
117700513618,17.0,KHOI HO TRO
119000513000,19.0,BO PHAN CHUNG
120700513950,20.0,BAN LANH DAO
51899,,
111100518021,11.0,KHOI BAN BUON
112100518121,12.0,KHOI BAN LE
112100518151,12.0,KHOI BAN LE
112100518152,12.0,KHOI BAN LE
112100518153,12.0,KHOI BAN LE
112100518155,12.0,KHOI BAN LE
112100518156,12.0,KHOI BAN LE
114600518335,14.0,KHOI QUAN LY RUI RO
115600518440,15.0,KHOI TAC NGHIEP
115600518446,15.0,KHOI TAC NGHIEP
117700518618,17.0,KHOI HO TRO
119000518000,19.0,BO PHAN CHUNG
120700518950,20.0,BAN LANH DAO
53199,,
53399,,
111100531021,11.0,KHOI BAN BUON
111100531022,11.0,KHOI BAN BUON
111100531023,11.0,KHOI BAN BUON
112100531121,12.0,KHOI BAN LE
112100531150,12.0,KHOI BAN LE
112100531151,12.0,KHOI BAN LE
112100531152,12.0,KHOI BAN LE
112100531153,12.0,KHOI BAN LE
112100531154,12.0,KHOI BAN LE
112100531155,12.0,KHOI BAN LE
112100531169,12.0,KHOI BAN LE
114600531335,14.0,KHOI QUAN LY RUI RO
115600531440,15.0,KHOI TAC NGHIEP
