Lv0,Lv1,Lv2,Lv3,Lv4,LvPK,Size
1.22401E+11,1.17401E+11,1.17401E+11,1.11501E+11,1.11301E+11,12,0
1.22401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.11301E+11,12,57
1.22401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.11301E+11,12,29
1.22401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.11301E+11,12,349
1.22401E+11,1.17401E+11,1.17401E+11,1.11301E+11,1.11301E+11,12,15540
1.22401E+11,1.17401E+11,1.17401E+11,1.14501E+11,1.11301E+11,12,0
1.22401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.11301E+11,12,33
1.22401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.11301E+11,12,348
1.22401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.11301E+11,12,35
1.22401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.11301E+11,12,81
1.22401E+11,1.17401E+11,1.17401E+11,1.12501E+11,1.11301E+11,12,0
1.22401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.11301E+11,12,70
1.22401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.11301E+11,12,231
1.22401E+11,1.17401E+11,1.17401E+11,1.22501E+11,1.11301E+11,12,335
1.11501E+11,1.11501E+11,1.11501E+11,1.11501E+11,1.11301E+11,12,9114
1.13401E+11,1.13401E+11,1.13401E+11,1.16501E+11,1.11301E+11,12,5366
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.11301E+11,12,3506663
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.11301E+11,12,855743
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.11301E+11,12,404365
1.21501E+11,1.21501E+11,1.21501E+11,1.21501E+11,1.11301E+11,12,1118208
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.11301E+11,12,5230449
1.11301E+11,1.11301E+11,1.11301E+11,1.11301E+11,1.11301E+11,12,403345222
1.12501E+11,1.12501E+11,1.12501E+11,1.12501E+11,1.11301E+11,12,155388
1.14501E+11,1.14501E+11,1.14501E+11,1.14501E+11,1.11301E+11,12,21377
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.11301E+11,12,583215
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.11301E+11,12,5744835
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.11301E+11,12,3469937
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.11301E+11,12,1756143
1.174E+11,1.174E+11,1.11501E+11,1.11501E+11,1.11301E+11,12,535
1.174E+11,1.174E+11,1.17401E+11,1.11501E+11,1.11301E+11,12,4
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.11301E+11,12,470534
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.11301E+11,12,691635
1.174E+11,1.174E+11,1.17401E+11,1.16501E+11,1.11301E+11,12,762
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.11301E+11,12,47999
1.174E+11,1.174E+11,1.17401E+11,1.17501E+11,1.11301E+11,12,400
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.11301E+11,12,44873
1.174E+11,1.174E+11,1.13401E+11,1.16501E+11,1.11301E+11,12,9968
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.11301E+11,12,1074852
1.174E+11,1.174E+11,1.17401E+11,1.16501E+11,1.11301E+11,12,4370
1.174E+11,1.174E+11,1.11301E+11,1.11301E+11,1.11301E+11,12,21240135
1.174E+11,1.174E+11,1.17401E+11,1.11301E+11,1.11301E+11,12,191033
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.11301E+11,12,91167
1.174E+11,1.174E+11,1.14501E+11,1.14501E+11,1.11301E+11,12,10273
1.174E+11,1.174E+11,1.17401E+11,1.14501E+11,1.11301E+11,12,22
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.11301E+11,12,59800
1.174E+11,1.174E+11,1.17401E+11,1.17501E+11,1.11301E+11,12,446
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.11301E+11,12,1646898
1.174E+11,1.174E+11,1.17401E+11,1.16501E+11,1.11301E+11,12,4359
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.11301E+11,12,84693
1.174E+11,1.174E+11,1.17401E+11,1.17501E+11,1.11301E+11,12,476
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.11301E+11,12,758845
1.174E+11,1.174E+11,1.17401E+11,1.17501E+11,1.11301E+11,12,1079
1.174E+11,1.174E+11,1.12501E+11,1.12501E+11,1.11301E+11,12,0
1.174E+11,1.174E+11,1.17401E+11,1.12501E+11,1.11301E+11,12,0
1.174E+11,1.174E+11,1.15501E+11,1.15501E+11,1.11301E+11,12,1921
1.174E+11,1.174E+11,1.17401E+11,1.15501E+11,1.11301E+11,12,931
1.174E+11,1.174E+11,1.15501E+11,1.15501E+11,1.11301E+11,12,89685
1.174E+11,1.174E+11,1.17401E+11,1.15501E+11,1.11301E+11,12,979
1.174E+11,1.174E+11,1.15501E+11,1.15501E+11,1.11301E+11,12,1416698
1.174E+11,1.174E+11,1.17401E+11,1.15501E+11,1.11301E+11,12,2858
1.174E+11,1.174E+11,1.22501E+11,1.22501E+11,1.11301E+11,12,2317994
1.174E+11,1.174E+11,1.17401E+11,1.22501E+11,1.11301E+11,12,4187
1.12501E+11,1.12501E+11,1.12501E+11,1.12501E+11,1.11301E+11,12,0
1.15501E+11,1.15501E+11,1.15501E+11,1.15501E+11,1.11301E+11,12,763282
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.11301E+11,12,235424
1.15501E+11,1.15501E+11,1.15501E+11,1.15501E+11,1.11301E+11,12,656729
1.15501E+11,1.15501E+11,1.15501E+11,1.15501E+11,1.11301E+11,12,2380842
1.22501E+11,1.22501E+11,1.22501E+11,1.22501E+11,1.11301E+11,12,4353729
1.17401E+11,1.17401E+11,1.17401E+11,1.11501E+11,1.11301E+11,12,320
1.17401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.11301E+11,12,63641
1.17401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.11301E+11,12,33656
1.17401E+11,1.17401E+11,1.17401E+11,1.11301E+11,1.11301E+11,12,15745345
1.17401E+11,1.17401E+11,1.17401E+11,1.14501E+11,1.11301E+11,12,1981
1.17401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.11301E+11,12,37509
1.17401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.11301E+11,12,360218
1.17401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.11301E+11,12,90024
1.17401E+11,1.17401E+11,1.17401E+11,1.12501E+11,1.11301E+11,12,0
1.17401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.11301E+11,12,77326
1.17401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.11301E+11,12,81637
1.17401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.11301E+11,12,235868
1.17401E+11,1.17401E+11,1.17401E+11,1.22501E+11,1.11301E+11,12,345582
1.22401E+11,1.11501E+11,1.11501E+11,1.11501E+11,1.12201E+11,12,637
1.22401E+11,1.13401E+11,1.13401E+11,1.16501E+11,1.12201E+11,12,6
1.22401E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,0
1.22401E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,1674
1.22401E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,53
1.22401E+11,1.21501E+11,1.21501E+11,1.21501E+11,1.12201E+11,12,3035
1.22401E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,1967
1.22401E+11,1.12201E+11,1.12201E+11,1.12201E+11,1.12201E+11,12,558069
1.22401E+11,1.14501E+11,1.14501E+11,1.14501E+11,1.12201E+11,12,898
1.22401E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,8
1.22401E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,1111
1.22401E+11,1.174E+11,1.11501E+11,1.11501E+11,1.12201E+11,12,74
1.22401E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,1203
1.22401E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,112
1.22401E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,11712
1.22401E+11,1.174E+11,1.13401E+11,1.16501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,212
1.22401E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.12201E+11,1.12201E+11,1.12201E+11,12,363933
1.22401E+11,1.174E+11,1.17401E+11,1.12201E+11,1.12201E+11,12,519
1.22401E+11,1.174E+11,1.14501E+11,1.14501E+11,1.12201E+11,12,982
1.22401E+11,1.174E+11,1.17401E+11,1.14501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,126
1.22401E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,315
1.22401E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,195
1.22401E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.12501E+11,1.12501E+11,1.12201E+11,12,345
1.22401E+11,1.174E+11,1.17401E+11,1.12501E+11,1.12201E+11,12,4
1.22401E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12201E+11,12,4
1.22401E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,2
1.22401E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12201E+11,12,356
1.22401E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,4
1.22401E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12201E+11,12,444
1.22401E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.22501E+11,1.22501E+11,1.12201E+11,12,0
1.22401E+11,1.174E+11,1.17401E+11,1.22501E+11,1.12201E+11,12,0
1.22401E+11,1.12501E+11,1.12501E+11,1.12501E+11,1.12201E+11,12,672
1.22401E+11,1.15501E+11,1.15501E+11,1.15501E+11,1.12201E+11,12,365
1.22401E+11,1.15501E+11,1.15501E+11,1.15501E+11,1.12201E+11,12,852
1.22401E+11,1.22501E+11,1.22501E+11,1.22501E+11,1.12201E+11,12,0
1.22401E+11,1.17401E+11,1.17401E+11,1.11501E+11,1.12201E+11,12,4
1.22401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,6
1.22401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,4
1.22401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,4
1.22401E+11,1.17401E+11,1.17401E+11,1.12201E+11,1.12201E+11,12,3443
1.22401E+11,1.17401E+11,1.17401E+11,1.14501E+11,1.12201E+11,12,10
1.22401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,4
1.22401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,4
1.22401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,6
1.22401E+11,1.17401E+11,1.17401E+11,1.12501E+11,1.12201E+11,12,23
1.22401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,15
1.22401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,23
1.22401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,4
1.22401E+11,1.17401E+11,1.17401E+11,1.22501E+11,1.12201E+11,12,0
1.11501E+11,1.11501E+11,1.11501E+11,1.11501E+11,1.12201E+11,12,110169
1.13401E+11,1.13401E+11,1.13401E+11,1.16501E+11,1.12201E+11,12,81
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,0
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,121485
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,81593
1.21501E+11,1.21501E+11,1.21501E+11,1.21501E+11,1.12201E+11,12,23655867
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,85456
1.12201E+11,1.12201E+11,1.12201E+11,1.12201E+11,1.12201E+11,12,152873398
1.12501E+11,1.12501E+11,1.12501E+11,1.12501E+11,1.12201E+11,12,80231
1.14501E+11,1.14501E+11,1.14501E+11,1.14501E+11,1.12201E+11,12,167026
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,102967
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,90451
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,665759
1.174E+11,1.174E+11,1.11501E+11,1.11501E+11,1.12201E+11,12,6538
1.174E+11,1.174E+11,1.17401E+11,1.11501E+11,1.12201E+11,12,42
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,0
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,98188
1.174E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,102
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,9678
1.174E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,75
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,949336
1.174E+11,1.174E+11,1.13401E+11,1.16501E+11,1.12201E+11,12,157
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,17556
1.174E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,65
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,0
1.174E+11,1.174E+11,1.12201E+11,1.12201E+11,1.12201E+11,12,29468292
1.174E+11,1.174E+11,1.17401E+11,1.12201E+11,1.12201E+11,12,42447
1.174E+11,1.174E+11,1.14501E+11,1.14501E+11,1.12201E+11,12,80304
1.174E+11,1.174E+11,1.17401E+11,1.14501E+11,1.12201E+11,12,185
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,10549
1.174E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,74
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12201E+11,12,25930
1.174E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,62
1.174E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,86
1.174E+11,1.174E+11,1.12501E+11,1.12501E+11,1.12201E+11,12,28652
1.174E+11,1.174E+11,1.17401E+11,1.12501E+11,1.12201E+11,12,312
1.174E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12201E+11,12,457
1.174E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,221
1.174E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12201E+11,12,29439
1.174E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,319
1.174E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12201E+11,12,36654
1.174E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,68
1.174E+11,1.174E+11,1.22501E+11,1.22501E+11,1.12201E+11,12,0
1.174E+11,1.174E+11,1.17401E+11,1.22501E+11,1.12201E+11,12,0
1.12501E+11,1.12501E+11,1.12501E+11,1.12501E+11,1.12201E+11,12,6967
1.15501E+11,1.15501E+11,1.15501E+11,1.15501E+11,1.12201E+11,12,184266
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12201E+11,12,2002176
1.15501E+11,1.15501E+11,1.15501E+11,1.15501E+11,1.12201E+11,12,215563
1.15501E+11,1.15501E+11,1.15501E+11,1.15501E+11,1.12201E+11,12,61604
1.22501E+11,1.22501E+11,1.22501E+11,1.22501E+11,1.12201E+11,12,0
1.17401E+11,1.17401E+11,1.17401E+11,1.11501E+11,1.12201E+11,12,3939
1.17401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,9032
1.17401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,6796
1.17401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,5894
1.17401E+11,1.17401E+11,1.17401E+11,1.12201E+11,1.12201E+11,12,3498965
1.17401E+11,1.17401E+11,1.17401E+11,1.14501E+11,1.12201E+11,12,15575
1.17401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,6619
1.17401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.12201E+11,12,5664
1.17401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.12201E+11,12,7654
1.17401E+11,1.17401E+11,1.17401E+11,1.12501E+11,1.12201E+11,12,26067
1.17401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,18663
1.17401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,26794
1.17401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.12201E+11,12,6103
1.17401E+11,1.17401E+11,1.17401E+11,1.22501E+11,1.12201E+11,12,0
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,177812201
1.22401E+11,1.11501E+11,1.11501E+11,1.11501E+11,1.12301E+11,12,1061318
1.22401E+11,1.13401E+11,1.13401E+11,1.16501E+11,1.12301E+11,12,15721
1.22401E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,798964
1.22401E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,2759297
1.22401E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,95866
1.22401E+11,1.21501E+11,1.21501E+11,1.21501E+11,1.12301E+11,12,47558
1.22401E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,3244165
1.22401E+11,1.14501E+11,1.14501E+11,1.14501E+11,1.12301E+11,12,1477828
1.22401E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,16750
1.22401E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,1845766
1.22401E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,2643095
1.22401E+11,1.174E+11,1.11501E+11,1.11501E+11,1.12301E+11,12,132555
1.22401E+11,1.174E+11,1.17401E+11,1.11501E+11,1.12301E+11,12,960
1.22401E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,265474
1.22401E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12301E+11,12,2216
1.22401E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,196305
1.22401E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,183156
1.22401E+11,1.174E+11,1.13401E+11,1.16501E+11,1.12301E+11,12,3293
1.22401E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,355927
1.22401E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12301E+11,12,1442
1.22401E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,26930
1.22401E+11,1.174E+11,1.12301E+11,1.12301E+11,1.12301E+11,12,5604894
1.22401E+11,1.174E+11,1.17401E+11,1.12301E+11,1.12301E+11,12,7777
1.22401E+11,1.174E+11,1.14501E+11,1.14501E+11,1.12301E+11,12,1627533
1.22401E+11,1.174E+11,1.17401E+11,1.14501E+11,1.12301E+11,12,3819
1.22401E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,214011
1.22401E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12301E+11,12,1625
1.22401E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,525565
1.22401E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12301E+11,12,1386
1.22401E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,329329
1.22401E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12301E+11,12,1871
1.22401E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,2540090
1.22401E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12301E+11,12,3643
1.22401E+11,1.174E+11,1.12501E+11,1.12501E+11,1.12301E+11,12,631497
1.22401E+11,1.174E+11,1.17401E+11,1.12501E+11,1.12301E+11,12,6963
1.22401E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12301E+11,12,9421
1.22401E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12301E+11,12,4583
1.22401E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12301E+11,12,596712
1.22401E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12301E+11,12,6589
1.22401E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12301E+11,12,742998
1.22401E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12301E+11,12,1493
1.22401E+11,1.174E+11,1.22501E+11,1.22501E+11,1.12301E+11,12,763047
1.22401E+11,1.174E+11,1.17401E+11,1.22501E+11,1.12301E+11,12,1375
1.22401E+11,1.12501E+11,1.12501E+11,1.12501E+11,1.12301E+11,12,1217260
1.22401E+11,1.15501E+11,1.15501E+11,1.15501E+11,1.12301E+11,12,606392
1.22401E+11,1.15501E+11,1.15501E+11,1.15501E+11,1.12301E+11,12,1408151
1.22401E+11,1.22501E+11,1.22501E+11,1.22501E+11,1.12301E+11,12,251357
1.22401E+11,1.17401E+11,1.17401E+11,1.11501E+11,1.12301E+11,12,6393
1.22401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.12301E+11,12,14631
1.22401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.12301E+11,12,10999
1.22401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.12301E+11,12,9549
1.22401E+11,1.17401E+11,1.17401E+11,1.12301E+11,1.12301E+11,12,51241
1.22401E+11,1.17401E+11,1.17401E+11,1.14501E+11,1.12301E+11,12,25228
1.22401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.12301E+11,12,10717
1.22401E+11,1.17401E+11,1.17401E+11,1.16501E+11,1.12301E+11,12,9181
1.22401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.12301E+11,12,12403
1.22401E+11,1.17401E+11,1.17401E+11,1.17501E+11,1.12301E+11,12,24084
1.22401E+11,1.17401E+11,1.17401E+11,1.12501E+11,1.12301E+11,12,45926
1.22401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.12301E+11,12,30240
1.22401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.12301E+11,12,43422
1.22401E+11,1.17401E+11,1.17401E+11,1.15501E+11,1.12301E+11,12,9883
1.22401E+11,1.17401E+11,1.17401E+11,1.22501E+11,1.12301E+11,12,9087
1.11501E+11,1.11501E+11,1.11501E+11,1.11501E+11,1.12301E+11,12,180798037
1.13401E+11,1.13401E+11,1.13401E+11,1.16501E+11,1.12301E+11,12,144175
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,160199985
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,199363931
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,133908027
1.21501E+11,1.21501E+11,1.21501E+11,1.21501E+11,1.12301E+11,12,369557735
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,140248881
1.12301E+11,1.12301E+11,1.12301E+11,1.12301E+11,1.12301E+11,12,2353247919
1.12501E+11,1.12501E+11,1.12501E+11,1.12501E+11,1.12301E+11,12,1237247
1.14501E+11,1.14501E+11,1.14501E+11,1.14501E+11,1.12301E+11,12,274091472
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,168987674
1.16501E+11,1.16501E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,148446678
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,1092533225
1.17501E+11,1.17501E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,475980310
1.174E+11,1.174E+11,1.11501E+11,1.11501E+11,1.12301E+11,12,10733984
1.174E+11,1.174E+11,1.17401E+11,1.11501E+11,1.12301E+11,12,78531
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,21496659
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,161130633
1.174E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12301E+11,12,179906
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,15896085
1.174E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12301E+11,12,135229
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,14830666
1.174E+11,1.174E+11,1.13401E+11,1.16501E+11,1.12301E+11,12,267553
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,28820824
1.174E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12301E+11,12,117435
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,2181023
1.174E+11,1.174E+11,1.12301E+11,1.12301E+11,1.12301E+11,12,453840510
1.174E+11,1.174E+11,1.17401E+11,1.12301E+11,1.12301E+11,12,629716
1.174E+11,1.174E+11,1.14501E+11,1.14501E+11,1.12301E+11,12,131785182
1.174E+11,1.174E+11,1.17401E+11,1.14501E+11,1.12301E+11,12,310172
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,17329357
1.174E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12301E+11,12,131859
1.174E+11,1.174E+11,1.16501E+11,1.16501E+11,1.12301E+11,12,42555887
1.174E+11,1.174E+11,1.17401E+11,1.16501E+11,1.12301E+11,12,112928
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,26666813
1.174E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12301E+11,12,152489
1.174E+11,1.174E+11,1.17501E+11,1.17501E+11,1.12301E+11,12,205676612
1.174E+11,1.174E+11,1.17401E+11,1.17501E+11,1.12301E+11,12,296076
1.174E+11,1.174E+11,1.12501E+11,1.12501E+11,1.12301E+11,12,51133445
1.174E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12301E+11,12,763790
1.174E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12301E+11,12,371693
1.174E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12301E+11,12,48316982
1.174E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12301E+11,12,533584
1.174E+11,1.174E+11,1.15501E+11,1.15501E+11,1.12301E+11,12,60161722
1.174E+11,1.174E+11,1.17401E+11,1.15501E+11,1.12301E+11,12,121528
1.174E+11,1.174E+11,1.22501E+11,1.22501E+11,1.12301E+11,12,61785482
1.174E+11,1.174E+11,1.17401E+11,1.22501E+11,1.12301E+11,12,111757
1.12501E+11,1.12501E+11,1.12501E+11,1.12501E+11,1.12301E+11,12,12443463
